incident_id,subject_id,agency_id,agency_name,agency_type,incident_date,year_month,incident_type,contact_reason,incident_location,subject_race,subject_sex,subject_age_group,subject_perceived_armed,subject_weapon,subject_perceived_impaired,subject_resistance,type_of_force,subject_injury,officer_injury,officer_race,officer_sex
UOF010222,S13265,A007,Summit County Sheriff's Office,County Sheriff,2020-03-20,2020-03,Public Order Offense,Individual Officer/Unit Initiated,City,Unknown,Female,25 to 34,Yes,Blunt Object,No,Active Resistance,Physical Control,Yes,No,Black or African American,Male
UOF010223,S00884,A007,Summit County Sheriff's Office,County Sheriff,2020-03-24,2020-03,Pedestrian Stop,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010224,S89652,A007,Summit County Sheriff's Office,County Sheriff,2020-03-29,2020-03,Offense Against Person,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,White,Male
UOF010225,S43638,A007,Summit County Sheriff's Office,County Sheriff,2020-03-06,2020-03,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,55 and over,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Asian,Male
UOF010226,S86339,A007,Summit County Sheriff's Office,County Sheriff,2020-03-25,2020-03,Warrant,Individual Officer/Unit Initiated,City,White,Male,45 to 54,Yes,None Found,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF010227,S22170,A007,Summit County Sheriff's Office,County Sheriff,2020-03-05,2020-03,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,ECW,No,Yes,Unknown,Male
UOF010228,S18428,A007,Summit County Sheriff's Office,County Sheriff,2020-03-27,2020-03,Pedestrian Stop,Individual Officer/Unit Initiated,City,White,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Chemical Agent,Yes,No,White,Male
UOF010229,S17388,A007,Summit County Sheriff's Office,County Sheriff,2020-03-28,2020-03,Public Order Offense,Agency Request for Service,City,Unknown,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010230,S77281,A007,Summit County Sheriff's Office,County Sheriff,2020-03-30,2020-03,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,Yes,Active Resistance,Firearm Discharge,No,No,Hispanic or Latino,Male
UOF010231,S50051,A007,Summit County Sheriff's Office,County Sheriff,2020-03-17,2020-03,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF010232,S02476,A007,Summit County Sheriff's Office,County Sheriff,2020-03-19,2020-03,Offense Against Person,Public Request for Service,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Threat of Deadly Force,Firearm Discharge,Yes,No,Black or African American,Male
UOF010233,S48617,A007,Summit County Sheriff's Office,County Sheriff,2020-03-10,2020-03,Public Order Offense,Public Request for Service,City,White,Male,35 to 44,Yes,None Found,Yes,Threat of Deadly Force,ECW,No,No,Unknown,Male
UOF010234,S73352,A007,Summit County Sheriff's Office,County Sheriff,2020-03-06,2020-03,Property Offense,Public Request for Service,City,White,Male,25 to 34,Yes,Firearm,No,Active Resistance,Physical Control,No,No,White,Male
UOF010235,S21236,A007,Summit County Sheriff's Office,County Sheriff,2020-03-24,2020-03,Civil Caretaking,Public Request for Service,City,White,Female,35 to 44,No,Not Applicable,Yes,Assaultive,Chemical Agent,No,No,Unknown,Male
UOF010236,S64072,A007,Summit County Sheriff's Office,County Sheriff,2020-04-30,2020-04,Offense Against Person,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,45 to 54,Yes,Firearm,Yes,Assaultive,Physical Control,No,No,White,Male
UOF010237,S47235,A007,Summit County Sheriff's Office,County Sheriff,2020-04-15,2020-04,Warrant,Public Request for Service,City,White,Male,25 to 34,Yes,Projectile,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010238,S84693,A007,Summit County Sheriff's Office,County Sheriff,2020-04-28,2020-04,Public Order Offense,Public Request for Service,City,White,Male,35 to 44,Yes,Blunt Object,Yes,Active Resistance,Physical Control,Yes,No,Hispanic or Latino,Male
UOF010239,S30251,A007,Summit County Sheriff's Office,County Sheriff,2020-04-06,2020-04,Public Order Offense,Agency Request for Service,City,Black or African American,Male,Under 18,Yes,Firearm,Yes,Threat of Deadly Force,Chemical Agent,No,No,Unknown,Male
UOF010240,S61199,A007,Summit County Sheriff's Office,County Sheriff,2020-04-28,2020-04,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Impact Weapon,Yes,No,White,Male
UOF010241,S84657,A007,Summit County Sheriff's Office,County Sheriff,2020-04-29,2020-04,Property Offense,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Unknown,Male
UOF010242,S15499,A007,Summit County Sheriff's Office,County Sheriff,2020-04-19,2020-04,Warrant,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,ECW,Yes,No,Black or African American,Male
UOF010243,S45226,A007,Summit County Sheriff's Office,County Sheriff,2020-04-25,2020-04,Property Offense,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,18 to 24,Yes,Edged Object,Yes,Passive Resistance,ECW,No,Yes,White,Male
UOF010244,S80688,A007,Summit County Sheriff's Office,County Sheriff,2020-04-21,2020-04,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF010245,S13316,A007,Summit County Sheriff's Office,County Sheriff,2020-04-07,2020-04,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,Under 18,No,Not Applicable,Yes,Threat of Deadly Force,ECW,No,Yes,Hawaiian or Pacific Islander,Male
UOF010246,S10888,A007,Summit County Sheriff's Office,County Sheriff,2020-04-27,2020-04,Offense Against Person,Public Request for Service,City,White,Female,35 to 44,Yes,Edged Object,No,Passive Resistance,Impact Weapon,Yes,No,White,Male
UOF010247,S52058,A007,Summit County Sheriff's Office,County Sheriff,2020-04-14,2020-04,Property Offense,Public Request for Service,City,Unknown,Male,35 to 44,Yes,Blunt Object,Yes,Active Resistance,ECW,No,No,White,Male
UOF010248,S37367,A007,Summit County Sheriff's Office,County Sheriff,2020-04-05,2020-04,Offense Against Person,Public Request for Service,Unincorporated Area,White,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,K9,Yes,No,Hispanic or Latino,Male
UOF010249,S36803,A007,Summit County Sheriff's Office,County Sheriff,2020-04-18,2020-04,Other,Agency Request for Service,Unincorporated Area,American Indian or Alaska Native,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,American Indian or Alaska Native,Male
UOF010250,S13537,A007,Summit County Sheriff's Office,County Sheriff,2020-04-13,2020-04,Property Offense,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010251,S30089,A007,Summit County Sheriff's Office,County Sheriff,2020-04-08,2020-04,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Firearm Discharge,No,No,White,Male
UOF010252,S56103,A007,Summit County Sheriff's Office,County Sheriff,2020-04-08,2020-04,Offense Against Person,Individual Officer/Unit Initiated,State Highway,Unknown,Male,45 to 54,No,Not Applicable,Yes,None,ECW,No,No,White,Male
UOF010253,S40640,A007,Summit County Sheriff's Office,County Sheriff,2020-04-14,2020-04,Offense Against Person,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Edged Object,No,Assaultive,Less Lethal Projectile,No,No,Black or African American,Male
UOF010254,S17658,A007,Summit County Sheriff's Office,County Sheriff,2020-04-17,2020-04,Property Offense,Public Request for Service,Unincorporated Area,White,Male,18 to 24,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF010255,S37965,A007,Summit County Sheriff's Office,County Sheriff,2020-04-30,2020-04,Other,Agency Request for Service,City,Black or African American,Male,25 to 34,Yes,None Found,Yes,Assaultive,Physical Control,No,No,White,Male
UOF010256,S48012,A007,Summit County Sheriff's Office,County Sheriff,2020-04-29,2020-04,Civil Caretaking,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF010257,S02236,A007,Summit County Sheriff's Office,County Sheriff,2020-04-26,2020-04,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Less Lethal Projectile,No,No,Unknown,Female
UOF010258,S15277,A007,Summit County Sheriff's Office,County Sheriff,2020-04-03,2020-04,Offense Against Person,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,No,Assaultive,Impact Weapon,Yes,No,Unknown,Male
UOF010259,S59813,A007,Summit County Sheriff's Office,County Sheriff,2020-04-03,2020-04,Offense Against Person,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Impact Weapon,Yes,Yes,Unknown,Male
UOF010260,S35509,A007,Summit County Sheriff's Office,County Sheriff,2020-04-26,2020-04,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,Yes,No,American Indian or Alaska Native,Male
UOF010261,S29166,A007,Summit County Sheriff's Office,County Sheriff,2020-04-03,2020-04,Property Offense,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Female,18 to 24,Yes,None Found,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF010262,S00743,A007,Summit County Sheriff's Office,County Sheriff,2020-04-02,2020-04,Vehicle Stop,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF010263,S79426,A007,Summit County Sheriff's Office,County Sheriff,2020-04-13,2020-04,Property Offense,Public Request for Service,City,Unknown,Male,55 and over,Yes,Edged Object,Yes,Active Resistance,Chemical Agent,Yes,No,Asian,Male
UOF010264,S74381,A007,Summit County Sheriff's Office,County Sheriff,2020-04-03,2020-04,Public Order Offense,Public Request for Service,Unincorporated Area,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Black or African American,Male
UOF010265,S32381,A007,Summit County Sheriff's Office,County Sheriff,2020-04-12,2020-04,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,Yes,Chemical Explosive,No,Active Resistance,Physical Control,No,No,White,Male
UOF010266,S08023,A007,Summit County Sheriff's Office,County Sheriff,2020-04-18,2020-04,Property Offense,Planned Activities,Unincorporated Area,White,Male,55 and over,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF010267,S88583,A007,Summit County Sheriff's Office,County Sheriff,2020-04-28,2020-04,Property Offense,Individual Officer/Unit Initiated,State Highway,American Indian or Alaska Native,Male,35 to 44,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010268,S49480,A007,Summit County Sheriff's Office,County Sheriff,2020-05-12,2020-05,Offense Against Person,Agency Request for Service,City,White,Male,25 to 34,Yes,Firearm,Yes,None,Less Lethal Projectile,Yes,No,Hispanic or Latino,Male
UOF010269,S42734,A007,Summit County Sheriff's Office,County Sheriff,2020-05-22,2020-05,Other,Public Request for Service,City,White,Male,25 to 34,Yes,Blunt Object,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF010270,S68852,A007,Summit County Sheriff's Office,County Sheriff,2020-05-16,2020-05,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,Yes,None Found,No,Passive Resistance,Vehicle Intervention,No,No,Unknown,Male
UOF010271,S47127,A007,Summit County Sheriff's Office,County Sheriff,2020-05-24,2020-05,Vehicle Stop,Planned Activities,City,Unknown,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,K9,Yes,No,Black or African American,Female
UOF010272,S26552,A007,Summit County Sheriff's Office,County Sheriff,2020-05-28,2020-05,Offense Against Person,Unknown,City,Black or African American,Male,35 to 44,Yes,None Found,No,Active Resistance,Physical Control,No,No,White,Male
UOF010273,S09296,A007,Summit County Sheriff's Office,County Sheriff,2020-05-17,2020-05,Warrant,Planned Activities,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,ECW,No,No,White,Male
UOF010274,S34100,A007,Summit County Sheriff's Office,County Sheriff,2020-05-05,2020-05,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Hispanic or Latino,Male,25 to 34,Yes,Blunt Object,No,Active Resistance,Physical Control,No,No,White,Male
UOF010275,S08404,A007,Summit County Sheriff's Office,County Sheriff,2020-05-01,2020-05,Offense Against Person,Public Request for Service,Unincorporated Area,White,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010276,S49150,A007,Summit County Sheriff's Office,County Sheriff,2020-05-20,2020-05,Offense Against Person,Public Request for Service,City,American Indian or Alaska Native,Male,35 to 44,Yes,Projectile,Yes,Active Resistance,Physical Control,No,Yes,White,Male
UOF010277,S77081,A007,Summit County Sheriff's Office,County Sheriff,2020-05-11,2020-05,Warrant,Public Request for Service,City,Multiple Races/Ethnicities,Male,35 to 44,No,Not Applicable,No,Active Resistance,Vehicle Intervention,No,No,American Indian or Alaska Native,Male
UOF010278,S19511,A007,Summit County Sheriff's Office,County Sheriff,2020-05-06,2020-05,Offense Against Person,Agency Request for Service,Unincorporated Area,Multiple Races/Ethnicities,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Female
UOF010279,S33231,A007,Summit County Sheriff's Office,County Sheriff,2020-05-01,2020-05,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,Under 18,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010280,S66869,A007,Summit County Sheriff's Office,County Sheriff,2020-05-07,2020-05,Property Offense,Public Request for Service,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,Unknown,Female
UOF010281,S14306,A007,Summit County Sheriff's Office,County Sheriff,2020-05-30,2020-05,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,25 to 34,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010282,S11350,A007,Summit County Sheriff's Office,County Sheriff,2020-05-09,2020-05,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,Unknown,Female
UOF010283,S31207,A007,Summit County Sheriff's Office,County Sheriff,2020-05-17,2020-05,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF010284,S11591,A007,Summit County Sheriff's Office,County Sheriff,2020-05-07,2020-05,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,Yes,No,Black or African American,Male
UOF010285,S74769,A007,Summit County Sheriff's Office,County Sheriff,2020-05-28,2020-05,Warrant,Public Request for Service,City,Black or African American,Male,25 to 34,Yes,Edged Object,Yes,None,Physical Control,No,No,Asian,Male
UOF010286,S29363,A007,Summit County Sheriff's Office,County Sheriff,2020-05-25,2020-05,Property Offense,Public Request for Service,City,Unknown,Male,45 to 54,Yes,Firearm,Yes,Threat of Deadly Force,Physical Control,No,No,White,Male
UOF010287,S38224,A007,Summit County Sheriff's Office,County Sheriff,2020-05-10,2020-05,Offense Against Person,Public Request for Service,State Highway,White,Male,18 to 24,No,Not Applicable,No,Passive Resistance,ECW,No,No,White,Male
UOF010288,S03616,A007,Summit County Sheriff's Office,County Sheriff,2020-05-02,2020-05,Property Offense,Unknown,City,Unknown,Male,Under 18,Yes,None Found,No,Active Resistance,ECW,No,No,White,Male
UOF010289,S14888,A007,Summit County Sheriff's Office,County Sheriff,2020-05-18,2020-05,Civil Caretaking,Individual Officer/Unit Initiated,Unincorporated Area,White,Female,55 and over,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,No,American Indian or Alaska Native,Male
UOF010290,S67392,A007,Summit County Sheriff's Office,County Sheriff,2020-05-31,2020-05,Property Offense,Unknown,City,Multiple Races/Ethnicities,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,White,Male
UOF010291,S21524,A007,Summit County Sheriff's Office,County Sheriff,2020-05-17,2020-05,Warrant,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010292,S15181,A007,Summit County Sheriff's Office,County Sheriff,2020-05-24,2020-05,Property Offense,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,White,Male
UOF010293,S86654,A007,Summit County Sheriff's Office,County Sheriff,2020-05-11,2020-05,Property Offense,Public Request for Service,City,White,Male,35 to 44,Yes,Chemical Explosive,Yes,None,Physical Control,No,No,White,Male
UOF010294,S81252,A007,Summit County Sheriff's Office,County Sheriff,2020-05-03,2020-05,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Firearm Discharge,Yes,No,Hispanic or Latino,Male
UOF010295,S83943,A007,Summit County Sheriff's Office,County Sheriff,2020-05-04,2020-05,Property Offense,Agency Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,No,None,Physical Control,No,No,White,Male
UOF010296,S65125,A007,Summit County Sheriff's Office,County Sheriff,2020-05-15,2020-05,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010297,S65833,A007,Summit County Sheriff's Office,County Sheriff,2020-05-07,2020-05,Public Order Offense,Public Request for Service,City,White,Unknown,25 to 34,No,Not Applicable,No,Assaultive,K9,Yes,No,Black or African American,Male
UOF010298,S14974,A007,Summit County Sheriff's Office,County Sheriff,2020-05-06,2020-05,Other,Individual Officer/Unit Initiated,City,White,Female,25 to 34,Yes,Edged Object,Yes,Active Resistance,Physical Control,Yes,No,Hispanic or Latino,Male
UOF010299,S45948,A007,Summit County Sheriff's Office,County Sheriff,2020-05-01,2020-05,Offense Against Person,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Edged Object,No,Assaultive,Impact Weapon,No,No,White,Male
UOF010300,S25586,A007,Summit County Sheriff's Office,County Sheriff,2020-05-04,2020-05,Offense Against Person,Public Request for Service,Unincorporated Area,Black or African American,Female,55 and over,Yes,Projectile,Yes,Active Resistance,ECW,No,No,Asian,Male
UOF010301,S17708,A007,Summit County Sheriff's Office,County Sheriff,2020-05-30,2020-05,Vehicle Stop,Public Request for Service,City,Unknown,Male,35 to 44,Yes,Edged Object,No,Active Resistance,Physical Control,No,No,White,Male
UOF010302,S10036,A007,Summit County Sheriff's Office,County Sheriff,2020-06-01,2020-06,Offense Against Person,Individual Officer/Unit Initiated,City,Hawaiian or Pacific Islander,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010303,S55725,A007,Summit County Sheriff's Office,County Sheriff,2020-06-05,2020-06,Vehicle Stop,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF010304,S01836,A007,Summit County Sheriff's Office,County Sheriff,2020-06-07,2020-06,Warrant,Agency Request for Service,Unincorporated Area,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Chemical Agent,No,No,White,Male
UOF010305,S15163,A007,Summit County Sheriff's Office,County Sheriff,2020-06-28,2020-06,Offense Against Person,Public Request for Service,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010306,S17204,A007,Summit County Sheriff's Office,County Sheriff,2020-06-16,2020-06,Vehicle Stop,Planned Activities,City,Black or African American,Male,25 to 34,Yes,None Found,Yes,Active Resistance,Impact Weapon,No,No,Unknown,Male
UOF010307,S49025,A007,Summit County Sheriff's Office,County Sheriff,2020-06-29,2020-06,Offense Against Person,Public Request for Service,City,White,Male,55 and over,Yes,Firearm,Yes,Active Resistance,ECW,No,No,Unknown,Male
UOF010308,S88116,A007,Summit County Sheriff's Office,County Sheriff,2020-06-20,2020-06,Offense Against Person,Public Request for Service,City,Unknown,Male,Under 18,Yes,Firearm,No,Active Resistance,ECW,No,No,Unknown,Male
UOF010309,S89777,A007,Summit County Sheriff's Office,County Sheriff,2020-06-12,2020-06,Vehicle Stop,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,25 to 34,Yes,Firearm,No,Active Resistance,Physical Control,Yes,No,Hispanic or Latino,Male
UOF010310,S80788,A007,Summit County Sheriff's Office,County Sheriff,2020-06-02,2020-06,Offense Against Person,Public Request for Service,City,White,Male,55 and over,Yes,Edged Object,Yes,None,Physical Control,No,No,White,Male
UOF010311,S53695,A007,Summit County Sheriff's Office,County Sheriff,2020-06-17,2020-06,Other,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,ECW,No,No,Hispanic or Latino,Male
UOF010312,S87762,A007,Summit County Sheriff's Office,County Sheriff,2020-06-07,2020-06,Public Order Offense,Public Request for Service,City,Multiple Races/Ethnicities,Male,45 to 54,No,Not Applicable,No,Active Resistance,Impact Weapon,Yes,No,White,Male
UOF010313,S43394,A007,Summit County Sheriff's Office,County Sheriff,2020-06-29,2020-06,Vehicle Stop,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,55 and over,Yes,None Found,Yes,Assaultive,Less Lethal Projectile,Yes,Yes,White,Male
UOF010314,S74692,A007,Summit County Sheriff's Office,County Sheriff,2020-06-24,2020-06,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF010315,S89319,A007,Summit County Sheriff's Office,County Sheriff,2020-06-17,2020-06,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,White,Male
UOF010316,S32893,A007,Summit County Sheriff's Office,County Sheriff,2020-06-18,2020-06,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Female,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF010317,S63399,A007,Summit County Sheriff's Office,County Sheriff,2020-06-25,2020-06,Offense Against Person,Public Request for Service,Unincorporated Area,Unknown,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF010318,S86636,A007,Summit County Sheriff's Office,County Sheriff,2020-06-19,2020-06,Public Order Offense,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,No,Passive Resistance,Physical Control,No,No,White,Male
UOF010319,S32032,A007,Summit County Sheriff's Office,County Sheriff,2020-06-19,2020-06,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Threat of Deadly Force,Firearm Discharge,Yes,No,White,Male
UOF010320,S82237,A007,Summit County Sheriff's Office,County Sheriff,2020-06-03,2020-06,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,Yes,None Found,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010321,S55426,A007,Summit County Sheriff's Office,County Sheriff,2020-06-14,2020-06,Offense Against Person,Individual Officer/Unit Initiated,City,White,Unknown,18 to 24,Yes,Blunt Object,No,Passive Resistance,Physical Control,No,No,White,Male
UOF010322,S68941,A007,Summit County Sheriff's Office,County Sheriff,2020-06-09,2020-06,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,None,Physical Control,No,Yes,Black or African American,Male
UOF010323,S34304,A007,Summit County Sheriff's Office,County Sheriff,2020-06-04,2020-06,Offense Against Person,Public Request for Service,City,Black or African American,Female,35 to 44,No,Not Applicable,Yes,Assaultive,ECW,Yes,Yes,Black or African American,Male
UOF010324,S79962,A007,Summit County Sheriff's Office,County Sheriff,2020-06-17,2020-06,Vehicle Stop,Public Request for Service,City,Unknown,Unknown,55 and over,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010325,S56649,A007,Summit County Sheriff's Office,County Sheriff,2020-06-07,2020-06,Vehicle Stop,Individual Officer/Unit Initiated,City,Hawaiian or Pacific Islander,Male,55 and over,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010326,S81776,A007,Summit County Sheriff's Office,County Sheriff,2020-06-29,2020-06,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Threat of Deadly Force,Less Lethal Projectile,Yes,No,Unknown,Male
UOF010327,S07509,A007,Summit County Sheriff's Office,County Sheriff,2020-06-30,2020-06,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,Yes,Edged Object,Yes,Assaultive,Physical Control,No,No,Black or African American,Male
UOF010328,S76336,A007,Summit County Sheriff's Office,County Sheriff,2020-06-24,2020-06,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010329,S15447,A007,Summit County Sheriff's Office,County Sheriff,2020-06-30,2020-06,Offense Against Person,Public Request for Service,Unincorporated Area,American Indian or Alaska Native,Male,25 to 34,Yes,Firearm,No,Passive Resistance,Physical Control,No,Yes,White,Male
UOF010330,S38758,A007,Summit County Sheriff's Office,County Sheriff,2020-06-01,2020-06,Offense Against Person,Public Request for Service,State Highway,Hispanic or Latino,Male,35 to 44,Yes,Firearm,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF010331,S19192,A007,Summit County Sheriff's Office,County Sheriff,2020-06-18,2020-06,Property Offense,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Firearm,No,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010332,S89272,A007,Summit County Sheriff's Office,County Sheriff,2020-06-09,2020-06,Offense Against Person,Planned Activities,City,Hispanic or Latino,Male,45 to 54,Yes,None Found,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF010333,S58677,A007,Summit County Sheriff's Office,County Sheriff,2020-06-29,2020-06,Public Order Offense,Agency Request for Service,City,Unknown,Male,45 to 54,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF010334,S71563,A007,Summit County Sheriff's Office,County Sheriff,2020-06-24,2020-06,Property Offense,Agency Request for Service,Interstate Highway,Unknown,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF010335,S22885,A007,Summit County Sheriff's Office,County Sheriff,2020-06-22,2020-06,Vehicle Stop,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,Yes,White,Male
UOF010336,S86837,A007,Summit County Sheriff's Office,County Sheriff,2020-06-22,2020-06,Property Offense,Public Request for Service,City,Hispanic or Latino,Female,18 to 24,Yes,Firearm,Yes,Assaultive,Physical Control,No,Yes,Unknown,Male
UOF010337,S86274,A007,Summit County Sheriff's Office,County Sheriff,2020-06-05,2020-06,Civil Caretaking,Agency Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,Yes,Active Resistance,Chemical Agent,No,No,White,Male
UOF010338,S34989,A007,Summit County Sheriff's Office,County Sheriff,2020-07-01,2020-07,Property Offense,Agency Request for Service,City,Hawaiian or Pacific Islander,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
