agency_id,year_month,incident_type,n_calls
A006,2025-04,Offense Against Person,26
A006,2025-04,Other,108
A006,2025-04,Pedestrian Stop,9
A006,2025-04,Property Offense,42
A006,2025-04,Public Order Offense,59
A006,2025-04,Vehicle Stop,85
A006,2025-04,Warrant,4
A006,2025-05,Civil Caretaking,73
A006,2025-05,Offense Against Person,28
A006,2025-05,Other,103
A006,2025-05,Pedestrian Stop,13
A006,2025-05,Property Offense,38
A006,2025-05,Public Order Offense,55
A006,2025-05,Vehicle Stop,87
A006,2025-05,Warrant,5
A006,2025-06,Civil Caretaking,65
A006,2025-06,Offense Against Person,31
A006,2025-06,Other,94
A006,2025-06,Pedestrian Stop,10
A006,2025-06,Property Offense,41
A006,2025-06,Public Order Offense,68
A006,2025-06,Vehicle Stop,75
A006,2025-06,Warrant,8
A006,2025-07,Civil Caretaking,72
A006,2025-07,Offense Against Person,36
A006,2025-07,Other,85
A006,2025-07,Pedestrian Stop,12
A006,2025-07,Property Offense,37
A006,2025-07,Public Order Offense,76
A006,2025-07,Vehicle Stop,87
A006,2025-07,Warrant,10
A006,2025-08,Civil Caretaking,103
A006,2025-08,Offense Against Person,21
A006,2025-08,Other,102
A006,2025-08,Pedestrian Stop,13
A006,2025-08,Property Offense,51
A006,2025-08,Public Order Offense,61
A006,2025-08,Vehicle Stop,95
A006,2025-08,Warrant,5
A006,2025-09,Civil Caretaking,70
A006,2025-09,Offense Against Person,27
A006,2025-09,Other,86
A006,2025-09,Pedestrian Stop,11
A006,2025-09,Property Offense,48
A006,2025-09,Public Order Offense,60
A006,2025-09,Vehicle Stop,71
A006,2025-09,Warrant,3
A006,2025-10,Civil Caretaking,95
A006,2025-10,Offense Against Person,28
A006,2025-10,Other,72
A006,2025-10,Pedestrian Stop,6
A006,2025-10,Property Offense,45
A006,2025-10,Public Order Offense,63
A006,2025-10,Vehicle Stop,94
A006,2025-10,Warrant,5
A006,2025-11,Civil Caretaking,79
A006,2025-11,Offense Against Person,24
A006,2025-11,Other,88
A006,2025-11,Pedestrian Stop,11
A006,2025-11,Property Offense,40
A006,2025-11,Public Order Offense,52
A006,2025-11,Vehicle Stop,79
A006,2025-11,Warrant,7
A006,2025-12,Civil Caretaking,82
A006,2025-12,Offense Against Person,18
A006,2025-12,Other,97
A006,2025-12,Pedestrian Stop,11
A006,2025-12,Property Offense,42
A006,2025-12,Public Order Offense,50
A006,2025-12,Vehicle Stop,63
A006,2025-12,Warrant,11
A006,2026-01,Civil Caretaking,85
A006,2026-01,Offense Against Person,22
A006,2026-01,Other,104
A006,2026-01,Pedestrian Stop,9
A006,2026-01,Property Offense,41
A006,2026-01,Public Order Offense,52
A006,2026-01,Vehicle Stop,68
A006,2026-01,Warrant,8
A006,2026-02,Civil Caretaking,96
A006,2026-02,Offense Against Person,27
A006,2026-02,Other,78
A006,2026-02,Pedestrian Stop,6
A006,2026-02,Property Offense,33
A006,2026-02,Public Order Offense,49
A006,2026-02,Vehicle Stop,73
A006,2026-02,Warrant,12
A006,2026-03,Civil Caretaking,92
A006,2026-03,Offense Against Person,22
A006,2026-03,Other,118
A006,2026-03,Pedestrian Stop,6
A006,2026-03,Property Offense,26
A006,2026-03,Public Order Offense,51
A006,2026-03,Vehicle Stop,86
A006,2026-03,Warrant,9
A006,2026-04,Civil Caretaking,113
A006,2026-04,Offense Against Person,31
A006,2026-04,Other,87
A006,2026-04,Pedestrian Stop,8
A006,2026-04,Property Offense,46
A006,2026-04,Public Order Offense,54
A006,2026-04,Vehicle Stop,77
A006,2026-04,Warrant,5
A006,2026-05,Civil Caretaking,51
A006,2026-05,Offense Against Person,22
A006,2026-05,Other,67
A006,2026-05,Pedestrian Stop,10
A006,2026-05,Property Offense,36
A006,2026-05,Public Order Offense,55
A006,2026-05,Vehicle Stop,57
A006,2026-05,Warrant,8
A006,2026-06,Civil Caretaking,36
A006,2026-06,Offense Against Person,19
A006,2026-06,Other,52
A006,2026-06,Pedestrian Stop,10
A006,2026-06,Property Offense,20
A006,2026-06,Public Order Offense,37
A006,2026-06,Vehicle Stop,49
A006,2026-06,Warrant,6
A007,2019-01,Civil Caretaking,2326
A007,2019-01,Offense Against Person,389
A007,2019-01,Other,2052
A007,2019-01,Pedestrian Stop,116
A007,2019-01,Property Offense,1117
A007,2019-01,Public Order Offense,799
A007,2019-01,Vehicle Stop,2339
A007,2019-01,Warrant,218
A007,2019-02,Civil Caretaking,2231
A007,2019-02,Offense Against Person,377
A007,2019-02,Other,2378
A007,2019-02,Pedestrian Stop,84
A007,2019-02,Property Offense,873
A007,2019-02,Public Order Offense,783
A007,2019-02,Vehicle Stop,2349
A007,2019-02,Warrant,211
A007,2019-03,Civil Caretaking,2001
A007,2019-03,Offense Against Person,360
A007,2019-03,Other,2444
A007,2019-03,Pedestrian Stop,108
A007,2019-03,Property Offense,907
A007,2019-03,Public Order Offense,826
A007,2019-03,Vehicle Stop,2289
A007,2019-03,Warrant,229
A007,2019-04,Civil Caretaking,1949
A007,2019-04,Offense Against Person,443
A007,2019-04,Other,2284
A007,2019-04,Pedestrian Stop,123
A007,2019-04,Property Offense,1072
A007,2019-04,Public Order Offense,1028
A007,2019-04,Vehicle Stop,2302
A007,2019-04,Warrant,261
A007,2019-05,Civil Caretaking,1885
A007,2019-05,Offense Against Person,550
A007,2019-05,Other,2638
A007,2019-05,Pedestrian Stop,114
A007,2019-05,Property Offense,1217
A007,2019-05,Public Order Offense,1130
A007,2019-05,Vehicle Stop,2634
A007,2019-05,Warrant,260
A007,2019-06,Civil Caretaking,1805
A007,2019-06,Offense Against Person,649
A007,2019-06,Other,2653
A007,2019-06,Pedestrian Stop,129
A007,2019-06,Property Offense,1199
A007,2019-06,Public Order Offense,1175
A007,2019-06,Vehicle Stop,2681
A007,2019-06,Warrant,213
A007,2019-07,Civil Caretaking,1736
A007,2019-07,Offense Against Person,551
A007,2019-07,Other,2608
A007,2019-07,Pedestrian Stop,147
A007,2019-07,Property Offense,1346
A007,2019-07,Public Order Offense,1226
A007,2019-07,Vehicle Stop,3183
A007,2019-07,Warrant,236
A007,2019-08,Civil Caretaking,2004
A007,2019-08,Offense Against Person,611
A007,2019-08,Other,2456
A007,2019-08,Pedestrian Stop,125
A007,2019-08,Property Offense,1369
A007,2019-08,Public Order Offense,1154
A007,2019-08,Vehicle Stop,2916
A007,2019-08,Warrant,265
A007,2019-09,Civil Caretaking,1865
A007,2019-09,Offense Against Person,578
A007,2019-09,Other,2357
A007,2019-09,Pedestrian Stop,121
A007,2019-09,Property Offense,1482
A007,2019-09,Public Order Offense,1149
A007,2019-09,Vehicle Stop,2709
A007,2019-09,Warrant,232
A007,2019-10,Civil Caretaking,2099
A007,2019-10,Offense Against Person,494
A007,2019-10,Other,2484
A007,2019-10,Pedestrian Stop,135
A007,2019-10,Property Offense,1234
A007,2019-10,Public Order Offense,969
A007,2019-10,Vehicle Stop,2830
A007,2019-10,Warrant,181
A007,2019-11,Civil Caretaking,1992
A007,2019-11,Offense Against Person,419
A007,2019-11,Other,2148
A007,2019-11,Pedestrian Stop,122
A007,2019-11,Property Offense,1246
A007,2019-11,Public Order Offense,908
A007,2019-11,Vehicle Stop,2684
A007,2019-11,Warrant,200
A007,2019-12,Civil Caretaking,1998
A007,2019-12,Offense Against Person,398
A007,2019-12,Other,2229
A007,2019-12,Pedestrian Stop,86
A007,2019-12,Property Offense,1214
A007,2019-12,Public Order Offense,690
A007,2019-12,Vehicle Stop,2706
A007,2019-12,Warrant,225
A007,2020-01,Civil Caretaking,2107
A007,2020-01,Offense Against Person,378
A007,2020-01,Other,2448
A007,2020-01,Pedestrian Stop,94
A007,2020-01,Property Offense,1179
A007,2020-01,Public Order Offense,858
A007,2020-01,Vehicle Stop,2371
A007,2020-01,Warrant,231
A007,2020-02,Civil Caretaking,2319
A007,2020-02,Offense Against Person,400
A007,2020-02,Other,2421
A007,2020-02,Pedestrian Stop,110
A007,2020-02,Property Offense,997
A007,2020-02,Public Order Offense,797
A007,2020-02,Vehicle Stop,2455
A007,2020-02,Warrant,245
A007,2020-03,Civil Caretaking,2060
A007,2020-03,Offense Against Person,401
A007,2020-03,Other,2396
A007,2020-03,Pedestrian Stop,127
A007,2020-03,Property Offense,1160
A007,2020-03,Public Order Offense,931
A007,2020-03,Vehicle Stop,2460
A007,2020-03,Warrant,252
A007,2020-04,Civil Caretaking,2083
A007,2020-04,Offense Against Person,518
A007,2020-04,Other,2738
A007,2020-04,Pedestrian Stop,137
A007,2020-04,Property Offense,1031
A007,2020-04,Public Order Offense,1245
A007,2020-04,Vehicle Stop,2518
A007,2020-04,Warrant,243
A007,2020-05,Civil Caretaking,1969
A007,2020-05,Offense Against Person,575
A007,2020-05,Other,2557
A007,2020-05,Pedestrian Stop,118
A007,2020-05,Property Offense,1139
A007,2020-05,Public Order Offense,1172
A007,2020-05,Vehicle Stop,2833
A007,2020-05,Warrant,236
A007,2020-06,Civil Caretaking,1754
A007,2020-06,Offense Against Person,557
A007,2020-06,Other,2738
A007,2020-06,Pedestrian Stop,127
A007,2020-06,Property Offense,1336
A007,2020-06,Public Order Offense,1316
A007,2020-06,Vehicle Stop,2795
A007,2020-06,Warrant,254
A007,2020-07,Civil Caretaking,1843
A007,2020-07,Offense Against Person,565
A007,2020-07,Other,2715
A007,2020-07,Pedestrian Stop,149
A007,2020-07,Property Offense,1680
A007,2020-07,Public Order Offense,1241
A007,2020-07,Vehicle Stop,2688
A007,2020-07,Warrant,257
A007,2020-08,Civil Caretaking,1780
A007,2020-08,Offense Against Person,688
A007,2020-08,Other,2413
A007,2020-08,Pedestrian Stop,146
A007,2020-08,Property Offense,1276
A007,2020-08,Public Order Offense,1316
A007,2020-08,Vehicle Stop,2751
A007,2020-08,Warrant,262
A007,2020-09,Civil Caretaking,1781
A007,2020-09,Offense Against Person,520
A007,2020-09,Other,2500
A007,2020-09,Pedestrian Stop,119
A007,2020-09,Property Offense,1468
A007,2020-09,Public Order Offense,1140
A007,2020-09,Vehicle Stop,2987
A007,2020-09,Warrant,226
A007,2020-10,Civil Caretaking,2092
A007,2020-10,Offense Against Person,473
A007,2020-10,Other,2727
A007,2020-10,Pedestrian Stop,115
A007,2020-10,Property Offense,1473
A007,2020-10,Public Order Offense,1005
A007,2020-10,Vehicle Stop,2539
A007,2020-10,Warrant,244
A007,2020-11,Civil Caretaking,2277
A007,2020-11,Offense Against Person,506
A007,2020-11,Other,2434
A007,2020-11,Pedestrian Stop,105
A007,2020-11,Property Offense,1303
A007,2020-11,Public Order Offense,928
A007,2020-11,Vehicle Stop,2815
A007,2020-11,Warrant,205
A007,2020-12,Civil Caretaking,2351
A007,2020-12,Offense Against Person,402
A007,2020-12,Other,2341
A007,2020-12,Pedestrian Stop,116
A007,2020-12,Property Offense,1092
A007,2020-12,Public Order Offense,988
A007,2020-12,Vehicle Stop,2665
A007,2020-12,Warrant,209
A007,2021-01,Civil Caretaking,2135
A007,2021-01,Offense Against Person,410
A007,2021-01,Other,2252
A007,2021-01,Pedestrian Stop,115
A007,2021-01,Property Offense,1133
A007,2021-01,Public Order Offense,808
A007,2021-01,Vehicle Stop,2768
A007,2021-01,Warrant,257
A007,2021-02,Civil Caretaking,2532
A007,2021-02,Offense Against Person,427
A007,2021-02,Other,2290
A007,2021-02,Pedestrian Stop,80
A007,2021-02,Property Offense,1003
A007,2021-02,Public Order Offense,944
A007,2021-02,Vehicle Stop,2763
A007,2021-02,Warrant,257
A007,2021-03,Civil Caretaking,2296
A007,2021-03,Offense Against Person,397
A007,2021-03,Other,2572
A007,2021-03,Pedestrian Stop,133
A007,2021-03,Property Offense,1091
A007,2021-03,Public Order Offense,922
A007,2021-03,Vehicle Stop,2352
A007,2021-03,Warrant,260
A007,2021-04,Civil Caretaking,1967
A007,2021-04,Offense Against Person,448
A007,2021-04,Other,2668
A007,2021-04,Pedestrian Stop,137
A007,2021-04,Property Offense,1016
A007,2021-04,Public Order Offense,1136
A007,2021-04,Vehicle Stop,2504
A007,2021-04,Warrant,238
A007,2021-05,Civil Caretaking,2014
A007,2021-05,Offense Against Person,555
A007,2021-05,Other,2812
A007,2021-05,Pedestrian Stop,148
A007,2021-05,Property Offense,1315
A007,2021-05,Public Order Offense,1249
A007,2021-05,Vehicle Stop,2931
A007,2021-05,Warrant,246
A007,2021-06,Civil Caretaking,1973
A007,2021-06,Offense Against Person,574
A007,2021-06,Other,2819
A007,2021-06,Pedestrian Stop,144
A007,2021-06,Property Offense,1284
A007,2021-06,Public Order Offense,1331
A007,2021-06,Vehicle Stop,2884
A007,2021-06,Warrant,259
A007,2021-07,Civil Caretaking,1933
A007,2021-07,Offense Against Person,571
A007,2021-07,Other,2929
A007,2021-07,Pedestrian Stop,159
A007,2021-07,Property Offense,1405
A007,2021-07,Public Order Offense,1338
A007,2021-07,Vehicle Stop,3209
A007,2021-07,Warrant,253
A007,2021-08,Civil Caretaking,1657
A007,2021-08,Offense Against Person,635
A007,2021-08,Other,2630
A007,2021-08,Pedestrian Stop,167
A007,2021-08,Property Offense,1476
A007,2021-08,Public Order Offense,1259
A007,2021-08,Vehicle Stop,3379
A007,2021-08,Warrant,246
A007,2021-09,Civil Caretaking,1763
A007,2021-09,Offense Against Person,409
A007,2021-09,Other,2813
A007,2021-09,Pedestrian Stop,111
A007,2021-09,Property Offense,1512
A007,2021-09,Public Order Offense,1121
A007,2021-09,Vehicle Stop,3042
A007,2021-09,Warrant,273
A007,2021-10,Civil Caretaking,1991
A007,2021-10,Offense Against Person,477
A007,2021-10,Other,2100
A007,2021-10,Pedestrian Stop,140
A007,2021-10,Property Offense,1321
A007,2021-10,Public Order Offense,1024
A007,2021-10,Vehicle Stop,2925
A007,2021-10,Warrant,218
A007,2021-11,Civil Caretaking,2181
A007,2021-11,Offense Against Person,445
A007,2021-11,Other,2357
A007,2021-11,Pedestrian Stop,146
A007,2021-11,Property Offense,1190
A007,2021-11,Public Order Offense,962
A007,2021-11,Vehicle Stop,2421
A007,2021-11,Warrant,225
A007,2021-12,Civil Caretaking,2458
A007,2021-12,Offense Against Person,455
A007,2021-12,Other,2402
A007,2021-12,Pedestrian Stop,113
A007,2021-12,Property Offense,1264
A007,2021-12,Public Order Offense,983
A007,2021-12,Vehicle Stop,2586
A007,2021-12,Warrant,224
A007,2022-01,Civil Caretaking,2281
A007,2022-01,Offense Against Person,379
A007,2022-01,Other,2333
A007,2022-01,Pedestrian Stop,98
A007,2022-01,Property Offense,1057
A007,2022-01,Public Order Offense,871
A007,2022-01,Vehicle Stop,2534
A007,2022-01,Warrant,253
A007,2022-02,Civil Caretaking,2449
A007,2022-02,Offense Against Person,401
A007,2022-02,Other,2332
A007,2022-02,Pedestrian Stop,122
A007,2022-02,Property Offense,1133
A007,2022-02,Public Order Offense,806
A007,2022-02,Vehicle Stop,2318
A007,2022-02,Warrant,225
A007,2022-03,Civil Caretaking,2326
A007,2022-03,Offense Against Person,431
A007,2022-03,Other,2555
A007,2022-03,Pedestrian Stop,120
A007,2022-03,Property Offense,1199
A007,2022-03,Public Order Offense,1057
A007,2022-03,Vehicle Stop,2388
A007,2022-03,Warrant,214
A007,2022-04,Civil Caretaking,2024
A007,2022-04,Offense Against Person,511
A007,2022-04,Other,2543
A007,2022-04,Pedestrian Stop,124
A007,2022-04,Property Offense,1200
A007,2022-04,Public Order Offense,1016
A007,2022-04,Vehicle Stop,2863
A007,2022-04,Warrant,265
A007,2022-05,Civil Caretaking,1936
A007,2022-05,Offense Against Person,617
A007,2022-05,Other,2713
A007,2022-05,Pedestrian Stop,139
A007,2022-05,Property Offense,1225
A007,2022-05,Public Order Offense,1127
A007,2022-05,Vehicle Stop,2888
A007,2022-05,Warrant,248
A007,2022-06,Civil Caretaking,1933
A007,2022-06,Offense Against Person,620
A007,2022-06,Other,2772
A007,2022-06,Pedestrian Stop,119
A007,2022-06,Property Offense,1386
A007,2022-06,Public Order Offense,1213
A007,2022-06,Vehicle Stop,3180
A007,2022-06,Warrant,297
A007,2022-07,Civil Caretaking,1797
A007,2022-07,Offense Against Person,694
A007,2022-07,Other,2593
A007,2022-07,Pedestrian Stop,151
A007,2022-07,Property Offense,1423
A007,2022-07,Public Order Offense,1277
A007,2022-07,Vehicle Stop,2991
A007,2022-07,Warrant,233
A007,2022-08,Civil Caretaking,1981
A007,2022-08,Offense Against Person,748
A007,2022-08,Other,2877
A007,2022-08,Pedestrian Stop,152
A007,2022-08,Property Offense,1428
A007,2022-08,Public Order Offense,1365
A007,2022-08,Vehicle Stop,3104
A007,2022-08,Warrant,226
A007,2022-09,Civil Caretaking,1925
A007,2022-09,Offense Against Person,558
A007,2022-09,Other,2597
A007,2022-09,Pedestrian Stop,150
A007,2022-09,Property Offense,1591
A007,2022-09,Public Order Offense,1150
A007,2022-09,Vehicle Stop,2785
A007,2022-09,Warrant,260
A007,2022-10,Civil Caretaking,2146
A007,2022-10,Offense Against Person,553
A007,2022-10,Other,2524
A007,2022-10,Pedestrian Stop,132
A007,2022-10,Property Offense,1383
A007,2022-10,Public Order Offense,1153
A007,2022-10,Vehicle Stop,3111
A007,2022-10,Warrant,234
A007,2022-11,Civil Caretaking,2256
A007,2022-11,Offense Against Person,450
A007,2022-11,Other,2346
A007,2022-11,Pedestrian Stop,125
A007,2022-11,Property Offense,1378
A007,2022-11,Public Order Offense,885
A007,2022-11,Vehicle Stop,2790
A007,2022-11,Warrant,238
A007,2022-12,Civil Caretaking,2189
A007,2022-12,Offense Against Person,395
A007,2022-12,Other,2325
A007,2022-12,Pedestrian Stop,125
A007,2022-12,Property Offense,1242
A007,2022-12,Public Order Offense,845
A007,2022-12,Vehicle Stop,2564
A007,2022-12,Warrant,258
A007,2023-01,Civil Caretaking,2274
A007,2023-01,Offense Against Person,429
A007,2023-01,Other,2349
A007,2023-01,Pedestrian Stop,96
A007,2023-01,Property Offense,1098
A007,2023-01,Public Order Offense,831
A007,2023-01,Vehicle Stop,2710
A007,2023-01,Warrant,262
A007,2023-02,Civil Caretaking,2299
A007,2023-02,Offense Against Person,362
A007,2023-02,Other,2149
A007,2023-02,Pedestrian Stop,113
A007,2023-02,Property Offense,1225
A007,2023-02,Public Order Offense,908
A007,2023-02,Vehicle Stop,2628
A007,2023-02,Warrant,244
A007,2023-03,Civil Caretaking,2372
A007,2023-03,Offense Against Person,442
A007,2023-03,Other,2459
A007,2023-03,Pedestrian Stop,114
A007,2023-03,Property Offense,1139
A007,2023-03,Public Order Offense,1068
A007,2023-03,Vehicle Stop,2519
A007,2023-03,Warrant,260
A007,2023-04,Civil Caretaking,1946
A007,2023-04,Offense Against Person,505
A007,2023-04,Other,2398
A007,2023-04,Pedestrian Stop,142
A007,2023-04,Property Offense,1310
A007,2023-04,Public Order Offense,1170
A007,2023-04,Vehicle Stop,2883
A007,2023-04,Warrant,274
A007,2023-05,Civil Caretaking,2261
A007,2023-05,Offense Against Person,533
A007,2023-05,Other,2553
A007,2023-05,Pedestrian Stop,121
A007,2023-05,Property Offense,1337
A007,2023-05,Public Order Offense,1257
A007,2023-05,Vehicle Stop,2951
A007,2023-05,Warrant,234
A007,2023-06,Civil Caretaking,2072
A007,2023-06,Offense Against Person,515
A007,2023-06,Other,2472
A007,2023-06,Pedestrian Stop,158
A007,2023-06,Property Offense,1374
A007,2023-06,Public Order Offense,1174
A007,2023-06,Vehicle Stop,2867
A007,2023-06,Warrant,260
A007,2023-07,Civil Caretaking,1863
A007,2023-07,Offense Against Person,625
A007,2023-07,Other,2821
A007,2023-07,Pedestrian Stop,121
A007,2023-07,Property Offense,1371
A007,2023-07,Public Order Offense,1364
A007,2023-07,Vehicle Stop,3210
A007,2023-07,Warrant,246
A007,2023-08,Civil Caretaking,1914
A007,2023-08,Offense Against Person,582
A007,2023-08,Other,2784
A007,2023-08,Pedestrian Stop,158
A007,2023-08,Property Offense,1296
A007,2023-08,Public Order Offense,1223
A007,2023-08,Vehicle Stop,3373
A007,2023-08,Warrant,245
A007,2023-09,Civil Caretaking,1881
A007,2023-09,Offense Against Person,454
A007,2023-09,Other,2146
A007,2023-09,Pedestrian Stop,143
A007,2023-09,Property Offense,1282
A007,2023-09,Public Order Offense,1070
A007,2023-09,Vehicle Stop,2964
A007,2023-09,Warrant,214
A007,2023-10,Civil Caretaking,2320
A007,2023-10,Offense Against Person,550
A007,2023-10,Other,2570
A007,2023-10,Pedestrian Stop,124
A007,2023-10,Property Offense,1502
A007,2023-10,Public Order Offense,1195
A007,2023-10,Vehicle Stop,3063
A007,2023-10,Warrant,236
A007,2023-11,Civil Caretaking,2063
A007,2023-11,Offense Against Person,469
A007,2023-11,Other,2527
A007,2023-11,Pedestrian Stop,113
A007,2023-11,Property Offense,1313
A007,2023-11,Public Order Offense,1038
A007,2023-11,Vehicle Stop,2928
A007,2023-11,Warrant,218
A007,2023-12,Civil Caretaking,2303
A007,2023-12,Offense Against Person,433
A007,2023-12,Other,2302
A007,2023-12,Pedestrian Stop,115
A007,2023-12,Property Offense,1255
A007,2023-12,Public Order Offense,930
A007,2023-12,Vehicle Stop,2888
A007,2023-12,Warrant,216
A007,2024-01,Civil Caretaking,2165
A007,2024-01,Offense Against Person,390
A007,2024-01,Other,2124
A007,2024-01,Pedestrian Stop,112
A007,2024-01,Property Offense,1153
A007,2024-01,Public Order Offense,910
A007,2024-01,Vehicle Stop,2490
A007,2024-01,Warrant,213
A007,2024-02,Civil Caretaking,2355
A007,2024-02,Offense Against Person,482
A007,2024-02,Other,2149
A007,2024-02,Pedestrian Stop,110
A007,2024-02,Property Offense,962
A007,2024-02,Public Order Offense,951
A007,2024-02,Vehicle Stop,2481
A007,2024-02,Warrant,258
A007,2024-03,Civil Caretaking,2105
A007,2024-03,Offense Against Person,465
A007,2024-03,Other,2596
A007,2024-03,Pedestrian Stop,124
A007,2024-03,Property Offense,1100
A007,2024-03,Public Order Offense,900
A007,2024-03,Vehicle Stop,2704
A007,2024-03,Warrant,251
A007,2024-04,Civil Caretaking,2095
A007,2024-04,Offense Against Person,548
A007,2024-04,Other,2503
A007,2024-04,Pedestrian Stop,129
A007,2024-04,Property Offense,1186
A007,2024-04,Public Order Offense,983
A007,2024-04,Vehicle Stop,2684
A007,2024-04,Warrant,262
A007,2024-05,Civil Caretaking,2135
A007,2024-05,Offense Against Person,607
A007,2024-05,Other,2728
A007,2024-05,Pedestrian Stop,136
A007,2024-05,Property Offense,1284
A007,2024-05,Public Order Offense,1300
A007,2024-05,Vehicle Stop,2626
A007,2024-05,Warrant,265
A007,2024-06,Civil Caretaking,2103
A007,2024-06,Offense Against Person,641
A007,2024-06,Other,2656
A007,2024-06,Pedestrian Stop,159
A007,2024-06,Property Offense,1353
A007,2024-06,Public Order Offense,1342
A007,2024-06,Vehicle Stop,3109
A007,2024-06,Warrant,238
A007,2024-07,Civil Caretaking,1791
A007,2024-07,Offense Against Person,622
A007,2024-07,Other,2837
A007,2024-07,Pedestrian Stop,152
A007,2024-07,Property Offense,1395
A007,2024-07,Public Order Offense,1369
A007,2024-07,Vehicle Stop,3087
A007,2024-07,Warrant,262
A007,2024-08,Civil Caretaking,2058
A007,2024-08,Offense Against Person,572
A007,2024-08,Other,2651
A007,2024-08,Pedestrian Stop,129
A007,2024-08,Property Offense,1388
A007,2024-08,Public Order Offense,1325
A007,2024-08,Vehicle Stop,3005
A007,2024-08,Warrant,276
A007,2024-09,Civil Caretaking,2037
A007,2024-09,Offense Against Person,664
A007,2024-09,Other,2891
A007,2024-09,Pedestrian Stop,133
A007,2024-09,Property Offense,1393
A007,2024-09,Public Order Offense,1249
A007,2024-09,Vehicle Stop,3058
A007,2024-09,Warrant,232
A007,2024-10,Civil Caretaking,2142
A007,2024-10,Offense Against Person,522
A007,2024-10,Other,2466
A007,2024-10,Pedestrian Stop,126
A007,2024-10,Property Offense,1411
A007,2024-10,Public Order Offense,1075
A007,2024-10,Vehicle Stop,3214
A007,2024-10,Warrant,250
A007,2024-11,Civil Caretaking,2175
A007,2024-11,Offense Against Person,477
A007,2024-11,Other,2394
A007,2024-11,Pedestrian Stop,118
A007,2024-11,Property Offense,1237
A007,2024-11,Public Order Offense,1007
A007,2024-11,Vehicle Stop,3360
A007,2024-11,Warrant,240
A007,2024-12,Civil Caretaking,2431
A007,2024-12,Offense Against Person,366
A007,2024-12,Other,2406
A007,2024-12,Pedestrian Stop,125
A007,2024-12,Property Offense,1412
A007,2024-12,Public Order Offense,1036
A007,2024-12,Vehicle Stop,2746
A007,2024-12,Warrant,227
A007,2025-01,Civil Caretaking,2350
A007,2025-01,Offense Against Person,430
A007,2025-01,Other,2779
A007,2025-01,Pedestrian Stop,127
A007,2025-01,Property Offense,1115
A007,2025-01,Public Order Offense,957
A007,2025-01,Vehicle Stop,2864
A007,2025-01,Warrant,270
A007,2025-02,Civil Caretaking,2419
A007,2025-02,Offense Against Person,405
A007,2025-02,Other,2548
A007,2025-02,Pedestrian Stop,93
A007,2025-02,Property Offense,1080
A007,2025-02,Public Order Offense,947
A007,2025-02,Vehicle Stop,2576
A007,2025-02,Warrant,265
A007,2025-03,Civil Caretaking,2157
A007,2025-03,Offense Against Person,507
A007,2025-03,Other,2653
A007,2025-03,Pedestrian Stop,117
A007,2025-03,Property Offense,998
A007,2025-03,Public Order Offense,982
A007,2025-03,Vehicle Stop,2417
A007,2025-03,Warrant,311
A007,2025-04,Civil Caretaking,2520
A007,2025-04,Offense Against Person,550
A007,2025-04,Other,2832
A007,2025-04,Pedestrian Stop,123
A007,2025-04,Property Offense,1246
A007,2025-04,Public Order Offense,1098
A007,2025-04,Vehicle Stop,2620
A007,2025-04,Warrant,287
A007,2025-05,Civil Caretaking,2052
A007,2025-05,Offense Against Person,577
A007,2025-05,Other,2802
A007,2025-05,Pedestrian Stop,142
A007,2025-05,Property Offense,1234
A007,2025-05,Public Order Offense,1231
A007,2025-05,Vehicle Stop,2875
A007,2025-05,Warrant,287
A007,2025-06,Civil Caretaking,1945
A007,2025-06,Offense Against Person,570
A007,2025-06,Other,3155
A007,2025-06,Pedestrian Stop,175
A007,2025-06,Property Offense,1332
A007,2025-06,Public Order Offense,1360
A007,2025-06,Vehicle Stop,2701
A007,2025-06,Warrant,284
A007,2025-07,Civil Caretaking,2200
A007,2025-07,Offense Against Person,592
A007,2025-07,Other,2961
A007,2025-07,Pedestrian Stop,142
A007,2025-07,Property Offense,1444
A007,2025-07,Public Order Offense,1310
A007,2025-07,Vehicle Stop,3019
A007,2025-07,Warrant,310
A007,2025-08,Civil Caretaking,2130
A007,2025-08,Offense Against Person,661
A007,2025-08,Other,2839
A007,2025-08,Pedestrian Stop,132
A007,2025-08,Property Offense,1527
A007,2025-08,Public Order Offense,1297
A007,2025-08,Vehicle Stop,2899
A007,2025-08,Warrant,266
A007,2025-09,Civil Caretaking,2060
A007,2025-09,Offense Against Person,543
A007,2025-09,Other,3071
A007,2025-09,Pedestrian Stop,172
A007,2025-09,Property Offense,1328
A007,2025-09,Public Order Offense,1058
A007,2025-09,Vehicle Stop,3086
A007,2025-09,Warrant,263
A007,2025-10,Civil Caretaking,2466
A007,2025-10,Offense Against Person,558
A007,2025-10,Other,2640
A007,2025-10,Pedestrian Stop,145
A007,2025-10,Property Offense,1349
A007,2025-10,Public Order Offense,989
A007,2025-10,Vehicle Stop,2744
A007,2025-10,Warrant,252
A007,2025-11,Civil Caretaking,2174
A007,2025-11,Offense Against Person,431
A007,2025-11,Other,2656
A007,2025-11,Pedestrian Stop,123
A007,2025-11,Property Offense,1442
A007,2025-11,Public Order Offense,979
A007,2025-11,Vehicle Stop,2943
A007,2025-11,Warrant,260
A007,2025-12,Civil Caretaking,2269
A007,2025-12,Offense Against Person,399
A007,2025-12,Other,2343
A007,2025-12,Pedestrian Stop,115
A007,2025-12,Property Offense,1230
