agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A005,Northgate Police Department,Municipal Police,2021-10,Vehicle Stop,Moving violation,132
A005,Northgate Police Department,Municipal Police,2021-10,Vehicle Stop,Non-moving violation,50
A005,Northgate Police Department,Municipal Police,2021-10,Vehicle Stop,Vehicle Stop - Other,57
A005,Northgate Police Department,Municipal Police,2021-10,Pedestrian Stop,Pedestrian Stop,35
A005,Northgate Police Department,Municipal Police,2021-10,Civil Caretaking,Mental health / wellness check,67
A005,Northgate Police Department,Municipal Police,2021-10,Civil Caretaking,Civil infraction,45
A005,Northgate Police Department,Municipal Police,2021-10,Civil Caretaking,Eviction order enforcement,18
A005,Northgate Police Department,Municipal Police,2021-10,Civil Caretaking,Domestic order enforcement,20
A005,Northgate Police Department,Municipal Police,2021-10,Civil Caretaking,Civil Caretaking - Other,169
A005,Northgate Police Department,Municipal Police,2021-10,Warrant,Warrant,22
A005,Northgate Police Department,Municipal Police,2021-10,Other,Other,347
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Assault,38
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Homicide,2
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Rape,2
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Robbery,5
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Civil order violation,14
A005,Northgate Police Department,Municipal Police,2021-11,Offense Against Person,Offense Against Person - Other,35
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Arson,2
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Burglary,26
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Theft,40
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Mischief,15
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Trespassing,12
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Vehicle theft/prowl,25
A005,Northgate Police Department,Municipal Police,2021-11,Property Offense,Property Offense - Other,55
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Public disturbance,57
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Drug related,27
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Sex related,8
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Weapon related,11
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Transit related,10
A005,Northgate Police Department,Municipal Police,2021-11,Public Order Offense,Public Order Offense - Other,84
A005,Northgate Police Department,Municipal Police,2021-11,Vehicle Stop,DUI,18
A005,Northgate Police Department,Municipal Police,2021-11,Vehicle Stop,Accident,60
A005,Northgate Police Department,Municipal Police,2021-11,Vehicle Stop,Moving violation,121
A005,Northgate Police Department,Municipal Police,2021-11,Vehicle Stop,Non-moving violation,48
A005,Northgate Police Department,Municipal Police,2021-11,Vehicle Stop,Vehicle Stop - Other,54
A005,Northgate Police Department,Municipal Police,2021-11,Pedestrian Stop,Pedestrian Stop,33
A005,Northgate Police Department,Municipal Police,2021-11,Civil Caretaking,Mental health / wellness check,55
A005,Northgate Police Department,Municipal Police,2021-11,Civil Caretaking,Civil infraction,45
A005,Northgate Police Department,Municipal Police,2021-11,Civil Caretaking,Eviction order enforcement,26
A005,Northgate Police Department,Municipal Police,2021-11,Civil Caretaking,Domestic order enforcement,29
A005,Northgate Police Department,Municipal Police,2021-11,Civil Caretaking,Civil Caretaking - Other,144
A005,Northgate Police Department,Municipal Police,2021-11,Warrant,Warrant,32
A005,Northgate Police Department,Municipal Police,2021-11,Other,Other,344
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Assault,28
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Rape,1
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Robbery,5
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Civil order violation,6
A005,Northgate Police Department,Municipal Police,2021-12,Offense Against Person,Offense Against Person - Other,38
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Burglary,21
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Theft,39
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Mischief,8
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Trespassing,7
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Vehicle theft/prowl,15
A005,Northgate Police Department,Municipal Police,2021-12,Property Offense,Property Offense - Other,60
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Public disturbance,59
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Drug related,23
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Sex related,5
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Weapon related,12
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Transit related,10
A005,Northgate Police Department,Municipal Police,2021-12,Public Order Offense,Public Order Offense - Other,82
A005,Northgate Police Department,Municipal Police,2021-12,Vehicle Stop,DUI,19
A005,Northgate Police Department,Municipal Police,2021-12,Vehicle Stop,Accident,59
A005,Northgate Police Department,Municipal Police,2021-12,Vehicle Stop,Moving violation,128
A005,Northgate Police Department,Municipal Police,2021-12,Vehicle Stop,Non-moving violation,32
A005,Northgate Police Department,Municipal Police,2021-12,Vehicle Stop,Vehicle Stop - Other,55
A005,Northgate Police Department,Municipal Police,2021-12,Pedestrian Stop,Pedestrian Stop,44
A005,Northgate Police Department,Municipal Police,2021-12,Civil Caretaking,Mental health / wellness check,67
A005,Northgate Police Department,Municipal Police,2021-12,Civil Caretaking,Civil infraction,32
A005,Northgate Police Department,Municipal Police,2021-12,Civil Caretaking,Eviction order enforcement,11
A005,Northgate Police Department,Municipal Police,2021-12,Civil Caretaking,Domestic order enforcement,36
A005,Northgate Police Department,Municipal Police,2021-12,Civil Caretaking,Civil Caretaking - Other,152
A005,Northgate Police Department,Municipal Police,2021-12,Warrant,Warrant,27
A005,Northgate Police Department,Municipal Police,2021-12,Other,Other,364
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Assault,25
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Homicide,0
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Rape,0
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Robbery,4
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Civil order violation,5
A005,Northgate Police Department,Municipal Police,2022-01,Offense Against Person,Offense Against Person - Other,26
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Arson,3
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Burglary,13
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Theft,36
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Mischief,11
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Trespassing,10
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Vehicle theft/prowl,13
A005,Northgate Police Department,Municipal Police,2022-01,Property Offense,Property Offense - Other,38
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Public disturbance,27
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Drug related,22
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Sex related,7
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Weapon related,13
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Transit related,9
A005,Northgate Police Department,Municipal Police,2022-01,Public Order Offense,Public Order Offense - Other,74
A005,Northgate Police Department,Municipal Police,2022-01,Vehicle Stop,DUI,28
A005,Northgate Police Department,Municipal Police,2022-01,Vehicle Stop,Accident,56
A005,Northgate Police Department,Municipal Police,2022-01,Vehicle Stop,Moving violation,126
A005,Northgate Police Department,Municipal Police,2022-01,Vehicle Stop,Non-moving violation,40
A005,Northgate Police Department,Municipal Police,2022-01,Vehicle Stop,Vehicle Stop - Other,50
A005,Northgate Police Department,Municipal Police,2022-01,Pedestrian Stop,Pedestrian Stop,31
A005,Northgate Police Department,Municipal Police,2022-01,Civil Caretaking,Mental health / wellness check,84
A005,Northgate Police Department,Municipal Police,2022-01,Civil Caretaking,Civil infraction,38
A005,Northgate Police Department,Municipal Police,2022-01,Civil Caretaking,Eviction order enforcement,15
A005,Northgate Police Department,Municipal Police,2022-01,Civil Caretaking,Domestic order enforcement,28
A005,Northgate Police Department,Municipal Police,2022-01,Civil Caretaking,Civil Caretaking - Other,158
A005,Northgate Police Department,Municipal Police,2022-01,Warrant,Warrant,30
A005,Northgate Police Department,Municipal Police,2022-01,Other,Other,311
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Assault,25
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Rape,2
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Robbery,5
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Civil order violation,10
A005,Northgate Police Department,Municipal Police,2022-02,Offense Against Person,Offense Against Person - Other,34
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Burglary,13
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Theft,27
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Mischief,16
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Trespassing,14
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Vehicle theft/prowl,16
A005,Northgate Police Department,Municipal Police,2022-02,Property Offense,Property Offense - Other,43
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Public disturbance,36
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Drug related,19
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Sex related,5
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Weapon related,11
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Transit related,2
A005,Northgate Police Department,Municipal Police,2022-02,Public Order Offense,Public Order Offense - Other,72
A005,Northgate Police Department,Municipal Police,2022-02,Vehicle Stop,DUI,26
A005,Northgate Police Department,Municipal Police,2022-02,Vehicle Stop,Accident,37
A005,Northgate Police Department,Municipal Police,2022-02,Vehicle Stop,Moving violation,122
A005,Northgate Police Department,Municipal Police,2022-02,Vehicle Stop,Non-moving violation,39
A005,Northgate Police Department,Municipal Police,2022-02,Vehicle Stop,Vehicle Stop - Other,48
A005,Northgate Police Department,Municipal Police,2022-02,Pedestrian Stop,Pedestrian Stop,26
A005,Northgate Police Department,Municipal Police,2022-02,Civil Caretaking,Mental health / wellness check,84
A005,Northgate Police Department,Municipal Police,2022-02,Civil Caretaking,Civil infraction,52
A005,Northgate Police Department,Municipal Police,2022-02,Civil Caretaking,Eviction order enforcement,14
A005,Northgate Police Department,Municipal Police,2022-02,Civil Caretaking,Domestic order enforcement,47
A005,Northgate Police Department,Municipal Police,2022-02,Civil Caretaking,Civil Caretaking - Other,191
A005,Northgate Police Department,Municipal Police,2022-02,Warrant,Warrant,39
A005,Northgate Police Department,Municipal Police,2022-02,Other,Other,350
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Assault,20
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Homicide,2
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Rape,1
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Robbery,4
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Civil order violation,5
A005,Northgate Police Department,Municipal Police,2022-03,Offense Against Person,Offense Against Person - Other,42
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Arson,1
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Burglary,20
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Theft,36
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Mischief,6
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Trespassing,15
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Vehicle theft/prowl,12
A005,Northgate Police Department,Municipal Police,2022-03,Property Offense,Property Offense - Other,48
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Public disturbance,47
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Drug related,37
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Sex related,4
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Weapon related,11
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Transit related,7
A005,Northgate Police Department,Municipal Police,2022-03,Public Order Offense,Public Order Offense - Other,72
A005,Northgate Police Department,Municipal Police,2022-03,Vehicle Stop,DUI,27
A005,Northgate Police Department,Municipal Police,2022-03,Vehicle Stop,Accident,43
A005,Northgate Police Department,Municipal Police,2022-03,Vehicle Stop,Moving violation,110
A005,Northgate Police Department,Municipal Police,2022-03,Vehicle Stop,Non-moving violation,29
A005,Northgate Police Department,Municipal Police,2022-03,Vehicle Stop,Vehicle Stop - Other,60
A005,Northgate Police Department,Municipal Police,2022-03,Pedestrian Stop,Pedestrian Stop,46
A005,Northgate Police Department,Municipal Police,2022-03,Civil Caretaking,Mental health / wellness check,72
A005,Northgate Police Department,Municipal Police,2022-03,Civil Caretaking,Civil infraction,37
A005,Northgate Police Department,Municipal Police,2022-03,Civil Caretaking,Eviction order enforcement,13
A005,Northgate Police Department,Municipal Police,2022-03,Civil Caretaking,Domestic order enforcement,35
A005,Northgate Police Department,Municipal Police,2022-03,Civil Caretaking,Civil Caretaking - Other,161
A005,Northgate Police Department,Municipal Police,2022-03,Warrant,Warrant,16
A005,Northgate Police Department,Municipal Police,2022-03,Other,Other,324
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Assault,36
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Homicide,0
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Rape,0
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Robbery,2
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Civil order violation,12
A005,Northgate Police Department,Municipal Police,2022-04,Offense Against Person,Offense Against Person - Other,52
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Arson,2
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Burglary,25
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Theft,34
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Mischief,17
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Trespassing,11
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Vehicle theft/prowl,17
A005,Northgate Police Department,Municipal Police,2022-04,Property Offense,Property Offense - Other,45
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Public disturbance,46
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Drug related,27
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Sex related,7
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Weapon related,15
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Transit related,12
A005,Northgate Police Department,Municipal Police,2022-04,Public Order Offense,Public Order Offense - Other,110
A005,Northgate Police Department,Municipal Police,2022-04,Vehicle Stop,DUI,17
A005,Northgate Police Department,Municipal Police,2022-04,Vehicle Stop,Accident,49
A005,Northgate Police Department,Municipal Police,2022-04,Vehicle Stop,Moving violation,117
A005,Northgate Police Department,Municipal Police,2022-04,Vehicle Stop,Non-moving violation,39
A005,Northgate Police Department,Municipal Police,2022-04,Vehicle Stop,Vehicle Stop - Other,48
A005,Northgate Police Department,Municipal Police,2022-04,Pedestrian Stop,Pedestrian Stop,32
A005,Northgate Police Department,Municipal Police,2022-04,Civil Caretaking,Mental health / wellness check,70
A005,Northgate Police Department,Municipal Police,2022-04,Civil Caretaking,Civil infraction,51
A005,Northgate Police Department,Municipal Police,2022-04,Civil Caretaking,Eviction order enforcement,13
A005,Northgate Police Department,Municipal Police,2022-04,Civil Caretaking,Domestic order enforcement,30
A005,Northgate Police Department,Municipal Police,2022-04,Civil Caretaking,Civil Caretaking - Other,166
A005,Northgate Police Department,Municipal Police,2022-04,Warrant,Warrant,25
A005,Northgate Police Department,Municipal Police,2022-04,Other,Other,386
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Assault,37
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Homicide,0
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Rape,2
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Robbery,11
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Civil order violation,11
A005,Northgate Police Department,Municipal Police,2022-05,Offense Against Person,Offense Against Person - Other,48
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Burglary,30
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Theft,30
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Mischief,11
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Trespassing,13
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Vehicle theft/prowl,21
A005,Northgate Police Department,Municipal Police,2022-05,Property Offense,Property Offense - Other,48
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Public disturbance,61
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Drug related,27
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Sex related,4
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Weapon related,15
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Transit related,8
A005,Northgate Police Department,Municipal Police,2022-05,Public Order Offense,Public Order Offense - Other,103
A005,Northgate Police Department,Municipal Police,2022-05,Vehicle Stop,DUI,21
A005,Northgate Police Department,Municipal Police,2022-05,Vehicle Stop,Accident,38
A005,Northgate Police Department,Municipal Police,2022-05,Vehicle Stop,Moving violation,141
A005,Northgate Police Department,Municipal Police,2022-05,Vehicle Stop,Non-moving violation,41
A005,Northgate Police Department,Municipal Police,2022-05,Vehicle Stop,Vehicle Stop - Other,54
A005,Northgate Police Department,Municipal Police,2022-05,Pedestrian Stop,Pedestrian Stop,47
A005,Northgate Police Department,Municipal Police,2022-05,Civil Caretaking,Mental health / wellness check,65
A005,Northgate Police Department,Municipal Police,2022-05,Civil Caretaking,Civil infraction,34
A005,Northgate Police Department,Municipal Police,2022-05,Civil Caretaking,Eviction order enforcement,15
A005,Northgate Police Department,Municipal Police,2022-05,Civil Caretaking,Domestic order enforcement,34
A005,Northgate Police Department,Municipal Police,2022-05,Civil Caretaking,Civil Caretaking - Other,143
A005,Northgate Police Department,Municipal Police,2022-05,Warrant,Warrant,36
A005,Northgate Police Department,Municipal Police,2022-05,Other,Other,336
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Assault,36
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Homicide,2
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Rape,2
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Robbery,15
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Civil order violation,14
A005,Northgate Police Department,Municipal Police,2022-06,Offense Against Person,Offense Against Person - Other,64
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Arson,0
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Burglary,21
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Theft,24
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Mischief,9
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Trespassing,20
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Vehicle theft/prowl,12
A005,Northgate Police Department,Municipal Police,2022-06,Property Offense,Property Offense - Other,62
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Public disturbance,76
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Drug related,33
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Sex related,15
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Weapon related,14
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Transit related,14
A005,Northgate Police Department,Municipal Police,2022-06,Public Order Offense,Public Order Offense - Other,139
A005,Northgate Police Department,Municipal Police,2022-06,Vehicle Stop,DUI,16
A005,Northgate Police Department,Municipal Police,2022-06,Vehicle Stop,Accident,60
A005,Northgate Police Department,Municipal Police,2022-06,Vehicle Stop,Moving violation,138
A005,Northgate Police Department,Municipal Police,2022-06,Vehicle Stop,Non-moving violation,36
A005,Northgate Police Department,Municipal Police,2022-06,Vehicle Stop,Vehicle Stop - Other,51
A005,Northgate Police Department,Municipal Police,2022-06,Pedestrian Stop,Pedestrian Stop,44
A005,Northgate Police Department,Municipal Police,2022-06,Civil Caretaking,Mental health / wellness check,64
A005,Northgate Police Department,Municipal Police,2022-06,Civil Caretaking,Civil infraction,44
A005,Northgate Police Department,Municipal Police,2022-06,Civil Caretaking,Eviction order enforcement,13
A005,Northgate Police Department,Municipal Police,2022-06,Civil Caretaking,Domestic order enforcement,37
A005,Northgate Police Department,Municipal Police,2022-06,Civil Caretaking,Civil Caretaking - Other,144
A005,Northgate Police Department,Municipal Police,2022-06,Warrant,Warrant,28
A005,Northgate Police Department,Municipal Police,2022-06,Other,Other,416
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Assault,34
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Rape,2
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Robbery,11
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Civil order violation,10
A005,Northgate Police Department,Municipal Police,2022-07,Offense Against Person,Offense Against Person - Other,49
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Burglary,27
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Theft,43
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Mischief,10
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Trespassing,15
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Vehicle theft/prowl,16
A005,Northgate Police Department,Municipal Police,2022-07,Property Offense,Property Offense - Other,43
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Public disturbance,63
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Drug related,27
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Sex related,5
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Weapon related,12
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Transit related,14
A005,Northgate Police Department,Municipal Police,2022-07,Public Order Offense,Public Order Offense - Other,110
A005,Northgate Police Department,Municipal Police,2022-07,Vehicle Stop,DUI,22
A005,Northgate Police Department,Municipal Police,2022-07,Vehicle Stop,Accident,59
A005,Northgate Police Department,Municipal Police,2022-07,Vehicle Stop,Moving violation,144
A005,Northgate Police Department,Municipal Police,2022-07,Vehicle Stop,Non-moving violation,41
A005,Northgate Police Department,Municipal Police,2022-07,Vehicle Stop,Vehicle Stop - Other,52
A005,Northgate Police Department,Municipal Police,2022-07,Pedestrian Stop,Pedestrian Stop,43
A005,Northgate Police Department,Municipal Police,2022-07,Civil Caretaking,Mental health / wellness check,67
A005,Northgate Police Department,Municipal Police,2022-07,Civil Caretaking,Civil infraction,49
A005,Northgate Police Department,Municipal Police,2022-07,Civil Caretaking,Eviction order enforcement,10
A005,Northgate Police Department,Municipal Police,2022-07,Civil Caretaking,Domestic order enforcement,39
A005,Northgate Police Department,Municipal Police,2022-07,Civil Caretaking,Civil Caretaking - Other,145
A005,Northgate Police Department,Municipal Police,2022-07,Warrant,Warrant,40
A005,Northgate Police Department,Municipal Police,2022-07,Other,Other,380
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Assault,34
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Homicide,0
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Rape,5
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Robbery,5
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Civil order violation,7
A005,Northgate Police Department,Municipal Police,2022-08,Offense Against Person,Offense Against Person - Other,49
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Burglary,19
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Theft,39
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Mischief,23
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Trespassing,9
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Vehicle theft/prowl,12
A005,Northgate Police Department,Municipal Police,2022-08,Property Offense,Property Offense - Other,53
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Public disturbance,80
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Drug related,35
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Sex related,7
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Weapon related,28
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Transit related,13
A005,Northgate Police Department,Municipal Police,2022-08,Public Order Offense,Public Order Offense - Other,110
A005,Northgate Police Department,Municipal Police,2022-08,Vehicle Stop,DUI,22
A005,Northgate Police Department,Municipal Police,2022-08,Vehicle Stop,Accident,52
A005,Northgate Police Department,Municipal Police,2022-08,Vehicle Stop,Moving violation,118
A005,Northgate Police Department,Municipal Police,2022-08,Vehicle Stop,Non-moving violation,33
A005,Northgate Police Department,Municipal Police,2022-08,Vehicle Stop,Vehicle Stop - Other,68
A005,Northgate Police Department,Municipal Police,2022-08,Pedestrian Stop,Pedestrian Stop,36
A005,Northgate Police Department,Municipal Police,2022-08,Civil Caretaking,Mental health / wellness check,69
A005,Northgate Police Department,Municipal Police,2022-08,Civil Caretaking,Civil infraction,37
A005,Northgate Police Department,Municipal Police,2022-08,Civil Caretaking,Eviction order enforcement,23
A005,Northgate Police Department,Municipal Police,2022-08,Civil Caretaking,Domestic order enforcement,30
A005,Northgate Police Department,Municipal Police,2022-08,Civil Caretaking,Civil Caretaking - Other,159
A005,Northgate Police Department,Municipal Police,2022-08,Warrant,Warrant,28
A005,Northgate Police Department,Municipal Police,2022-08,Other,Other,419
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Assault,32
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Rape,0
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Robbery,3
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Civil order violation,9
A005,Northgate Police Department,Municipal Police,2022-09,Offense Against Person,Offense Against Person - Other,36
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Arson,4
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Burglary,19
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Theft,28
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Mischief,22
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Trespassing,16
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Vehicle theft/prowl,21
