agency_id,agency_name,agency_type,year_month,sworn_officers,total_cfs,n_arrests,n_uof,provisional,uof_per_100_arrests
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-11,141,5895,457,11,0,2.407
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-12,141,5207,407,14,0,3.44
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-01,141,5623,426,8,0,1.878
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-02,141,5149,419,7,0,1.671
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-03,141,5702,488,9,0,1.844
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-04,141,5502,516,13,0,2.519
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-05,141,5666,516,10,0,1.938
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-06,141,5717,458,14,0,3.057
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-07,141,6337,541,13,0,2.403
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-08,141,6260,505,8,0,1.584
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-09,141,5815,535,7,0,1.308
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-10,141,6077,482,14,0,2.905
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-11,141,5667,425,4,0,0.941
A008,Lakeshore County Sheriff's Office,County Sheriff,2023-12,141,5768,490,5,0,1.02
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-01,141,5415,447,9,0,2.013
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-02,141,5348,367,5,0,1.362
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-03,141,5283,453,4,0,0.883
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-04,141,5883,506,14,0,2.767
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-05,141,5715,431,14,0,3.248
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-06,141,6201,486,12,0,2.469
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-07,141,5977,497,17,0,3.421
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-08,141,5992,476,15,0,3.151
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-09,141,6000,465,11,0,2.366
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-10,141,6077,508,10,0,1.969
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-11,141,5657,432,9,0,2.083
A008,Lakeshore County Sheriff's Office,County Sheriff,2024-12,141,5279,424,5,0,1.179
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-01,141,5424,378,6,0,1.587
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-02,141,5021,454,9,0,1.982
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-03,141,5550,439,12,0,2.733
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-04,141,5528,415,7,0,1.687
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-05,141,5805,528,16,0,3.03
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-06,141,6252,604,14,0,2.318
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-07,141,6129,438,9,0,2.055
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-08,141,6367,493,19,0,3.854
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-09,141,6059,507,12,0,2.367
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-10,141,6017,500,10,0,2.0
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-11,141,5692,497,6,0,1.207
A008,Lakeshore County Sheriff's Office,County Sheriff,2025-12,141,5533,483,6,0,1.242
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-01,141,5425,416,10,0,2.404
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-02,141,5730,433,11,0,2.54
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-03,141,5602,489,16,0,3.272
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-04,141,5794,403,4,0,0.993
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-05,141,4227,372,6,1,1.613
A008,Lakeshore County Sheriff's Office,County Sheriff,2026-06,141,2770,239,1,1,0.418
A009,Prairie County Sheriff's Office,County Sheriff,2019-01,38,1436,114,5,0,4.386
A009,Prairie County Sheriff's Office,County Sheriff,2019-02,38,1276,101,3,0,2.97
A009,Prairie County Sheriff's Office,County Sheriff,2019-03,38,1390,124,5,0,4.032
A009,Prairie County Sheriff's Office,County Sheriff,2019-04,38,1510,135,1,0,0.741
A009,Prairie County Sheriff's Office,County Sheriff,2019-05,38,1571,127,5,0,3.937
A009,Prairie County Sheriff's Office,County Sheriff,2019-06,38,1567,149,3,0,2.013
A009,Prairie County Sheriff's Office,County Sheriff,2019-07,38,1526,132,2,0,1.515
A009,Prairie County Sheriff's Office,County Sheriff,2019-08,38,1583,144,2,0,1.389
A009,Prairie County Sheriff's Office,County Sheriff,2019-09,38,1497,139,7,0,5.036
A009,Prairie County Sheriff's Office,County Sheriff,2019-10,38,1501,122,4,0,3.279
A009,Prairie County Sheriff's Office,County Sheriff,2019-11,38,1320,111,4,0,3.604
A009,Prairie County Sheriff's Office,County Sheriff,2019-12,38,1339,108,3,0,2.778
A009,Prairie County Sheriff's Office,County Sheriff,2020-01,38,1392,101,1,0,0.99
A009,Prairie County Sheriff's Office,County Sheriff,2020-02,38,1357,109,3,0,2.752
A009,Prairie County Sheriff's Office,County Sheriff,2020-03,38,1382,113,2,0,1.77
A009,Prairie County Sheriff's Office,County Sheriff,2020-04,38,1464,133,1,0,0.752
A009,Prairie County Sheriff's Office,County Sheriff,2020-05,38,1531,121,3,0,2.479
A009,Prairie County Sheriff's Office,County Sheriff,2020-06,38,1523,112,2,0,1.786
A009,Prairie County Sheriff's Office,County Sheriff,2020-07,38,1571,119,5,0,4.202
A009,Prairie County Sheriff's Office,County Sheriff,2020-08,38,1544,121,6,0,4.959
A009,Prairie County Sheriff's Office,County Sheriff,2020-09,38,1556,137,2,0,1.46
A009,Prairie County Sheriff's Office,County Sheriff,2020-10,38,1619,130,7,0,5.385
A009,Prairie County Sheriff's Office,County Sheriff,2020-11,38,1430,103,5,0,4.854
A009,Prairie County Sheriff's Office,County Sheriff,2020-12,38,1457,137,3,0,2.19
A009,Prairie County Sheriff's Office,County Sheriff,2021-01,38,1346,115,4,0,3.478
A009,Prairie County Sheriff's Office,County Sheriff,2021-02,38,1453,147,2,0,1.361
A009,Prairie County Sheriff's Office,County Sheriff,2021-03,38,1353,148,1,0,0.676
A009,Prairie County Sheriff's Office,County Sheriff,2021-04,38,1438,130,2,0,1.538
A009,Prairie County Sheriff's Office,County Sheriff,2021-05,38,1509,116,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2021-06,38,1583,151,3,0,1.987
A009,Prairie County Sheriff's Office,County Sheriff,2021-07,38,1597,146,5,0,3.425
A009,Prairie County Sheriff's Office,County Sheriff,2021-08,38,1615,120,12,0,10.0
A009,Prairie County Sheriff's Office,County Sheriff,2021-09,38,1626,147,3,0,2.041
A009,Prairie County Sheriff's Office,County Sheriff,2021-10,38,1566,113,1,0,0.885
A009,Prairie County Sheriff's Office,County Sheriff,2021-11,38,1448,119,1,0,0.84
A009,Prairie County Sheriff's Office,County Sheriff,2021-12,38,1462,116,5,0,4.31
A009,Prairie County Sheriff's Office,County Sheriff,2022-01,38,1296,97,2,0,2.062
A009,Prairie County Sheriff's Office,County Sheriff,2022-02,38,1415,116,1,0,0.862
A009,Prairie County Sheriff's Office,County Sheriff,2022-06,38,1559,107,2,0,1.869
A009,Prairie County Sheriff's Office,County Sheriff,2022-07,38,1657,129,4,0,3.101
A009,Prairie County Sheriff's Office,County Sheriff,2022-08,38,1572,123,2,0,1.626
A009,Prairie County Sheriff's Office,County Sheriff,2022-09,38,1693,105,4,0,3.81
A009,Prairie County Sheriff's Office,County Sheriff,2022-10,38,1513,128,3,0,2.344
A009,Prairie County Sheriff's Office,County Sheriff,2022-11,38,1456,109,4,0,3.67
A009,Prairie County Sheriff's Office,County Sheriff,2022-12,38,1412,119,3,0,2.521
A009,Prairie County Sheriff's Office,County Sheriff,2023-01,38,1423,131,2,0,1.527
A009,Prairie County Sheriff's Office,County Sheriff,2023-02,38,1387,128,1,0,0.781
A009,Prairie County Sheriff's Office,County Sheriff,2023-03,38,1429,110,2,0,1.818
A009,Prairie County Sheriff's Office,County Sheriff,2023-04,38,1399,111,3,0,2.703
A009,Prairie County Sheriff's Office,County Sheriff,2023-05,38,1542,143,3,0,2.098
A009,Prairie County Sheriff's Office,County Sheriff,2023-06,38,1539,132,4,0,3.03
A009,Prairie County Sheriff's Office,County Sheriff,2023-07,38,1659,133,3,0,2.256
A009,Prairie County Sheriff's Office,County Sheriff,2023-08,38,1660,113,3,0,2.655
A009,Prairie County Sheriff's Office,County Sheriff,2023-09,38,1681,111,3,0,2.703
A009,Prairie County Sheriff's Office,County Sheriff,2023-10,38,1591,150,2,0,1.333
A009,Prairie County Sheriff's Office,County Sheriff,2023-11,38,1533,129,4,0,3.101
A009,Prairie County Sheriff's Office,County Sheriff,2023-12,38,1414,125,4,0,3.2
A009,Prairie County Sheriff's Office,County Sheriff,2024-01,38,1387,98,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2024-02,38,1497,119,3,0,2.521
A009,Prairie County Sheriff's Office,County Sheriff,2024-03,38,1409,110,2,0,1.818
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,38,1455,112,1,0,0.893
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,38,1612,142,4,0,2.817
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,38,1547,113,3,0,2.655
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,38,1833,165,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,38,1666,144,5,0,3.472
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,38,1655,129,4,0,3.101
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,38,1580,129,2,0,1.55
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,38,1680,121,2,0,1.653
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,38,1448,105,2,0,1.905
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,38,1410,124,4,0,3.226
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,38,1428,112,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,38,1445,110,1,0,0.909
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,38,1502,122,1,0,0.82
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,38,1700,131,1,0,0.763
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,38,1641,168,2,0,1.19
A009,Prairie County Sheriff's Office,County Sheriff,2025-07,38,1591,146,9,0,6.164
A009,Prairie County Sheriff's Office,County Sheriff,2025-08,38,1603,129,5,0,3.876
A009,Prairie County Sheriff's Office,County Sheriff,2025-09,38,1641,139,4,0,2.878
A009,Prairie County Sheriff's Office,County Sheriff,2025-10,38,1572,117,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2025-11,38,1586,128,1,0,0.781
A009,Prairie County Sheriff's Office,County Sheriff,2025-12,38,1449,104,2,0,1.923
A009,Prairie County Sheriff's Office,County Sheriff,2026-01,38,1485,101,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2026-02,38,1401,98,1,0,1.02
A009,Prairie County Sheriff's Office,County Sheriff,2026-03,38,1568,129,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2026-04,38,1563,158,0,0,0.0
A009,Prairie County Sheriff's Office,County Sheriff,2026-05,38,1176,106,1,1,0.943
A009,Prairie County Sheriff's Office,County Sheriff,2026-06,38,762,75,1,1,1.333
A010,Pinecrest State University Police,Campus Police,2019-01,46,1339,127,3,0,2.362
A010,Pinecrest State University Police,Campus Police,2019-02,46,1387,115,2,0,1.739
A010,Pinecrest State University Police,Campus Police,2019-03,46,1359,124,6,0,4.839
A010,Pinecrest State University Police,Campus Police,2019-04,46,1246,117,2,0,1.709
A010,Pinecrest State University Police,Campus Police,2019-05,46,857,90,5,0,5.556
A010,Pinecrest State University Police,Campus Police,2019-06,46,710,63,6,0,9.524
A010,Pinecrest State University Police,Campus Police,2019-07,46,705,62,4,0,6.452
A010,Pinecrest State University Police,Campus Police,2019-08,46,1142,94,6,0,6.383
A010,Pinecrest State University Police,Campus Police,2019-09,46,1723,140,8,0,5.714
A010,Pinecrest State University Police,Campus Police,2019-10,46,1586,149,7,0,4.698
A010,Pinecrest State University Police,Campus Police,2019-11,46,1398,149,2,0,1.342
A010,Pinecrest State University Police,Campus Police,2019-12,46,1100,111,4,0,3.604
A010,Pinecrest State University Police,Campus Police,2020-01,46,1406,112,3,0,2.679
A010,Pinecrest State University Police,Campus Police,2020-02,46,1464,147,6,0,4.082
A010,Pinecrest State University Police,Campus Police,2020-03,46,1249,129,5,0,3.876
A010,Pinecrest State University Police,Campus Police,2020-04,46,1329,131,6,0,4.58
A010,Pinecrest State University Police,Campus Police,2020-05,46,841,65,0,0,0.0
A010,Pinecrest State University Police,Campus Police,2020-06,46,726,57,2,0,3.509
A010,Pinecrest State University Police,Campus Police,2020-07,46,675,57,3,0,5.263
A010,Pinecrest State University Police,Campus Police,2020-08,46,1073,90,3,0,3.333
A010,Pinecrest State University Police,Campus Police,2020-09,46,1755,178,7,0,3.933
A010,Pinecrest State University Police,Campus Police,2020-10,46,1669,170,13,0,7.647
A010,Pinecrest State University Police,Campus Police,2020-11,46,1517,147,3,0,2.041
A010,Pinecrest State University Police,Campus Police,2020-12,46,1143,80,4,0,5.0
A010,Pinecrest State University Police,Campus Police,2021-01,46,1413,115,4,0,3.478
A010,Pinecrest State University Police,Campus Police,2021-02,46,1440,134,5,0,3.731
A010,Pinecrest State University Police,Campus Police,2021-03,46,1274,112,2,0,1.786
A010,Pinecrest State University Police,Campus Police,2021-04,46,1261,112,3,0,2.679
A010,Pinecrest State University Police,Campus Police,2021-05,46,926,71,4,0,5.634
A010,Pinecrest State University Police,Campus Police,2021-06,46,748,65,4,0,6.154
A010,Pinecrest State University Police,Campus Police,2021-07,46,667,60,2,0,3.333
A010,Pinecrest State University Police,Campus Police,2021-08,46,1096,95,4,0,4.211
A010,Pinecrest State University Police,Campus Police,2021-09,46,1710,150,7,0,4.667
A010,Pinecrest State University Police,Campus Police,2021-10,46,1732,156,4,0,2.564
A010,Pinecrest State University Police,Campus Police,2021-11,46,1485,130,5,0,3.846
A010,Pinecrest State University Police,Campus Police,2021-12,46,1112,84,3,0,3.571
A010,Pinecrest State University Police,Campus Police,2022-01,46,1448,163,3,0,1.84
A010,Pinecrest State University Police,Campus Police,2022-02,46,1452,148,3,0,2.027
A010,Pinecrest State University Police,Campus Police,2022-03,46,1388,115,4,0,3.478
A010,Pinecrest State University Police,Campus Police,2022-04,46,1416,117,6,0,5.128
A010,Pinecrest State University Police,Campus Police,2022-05,46,993,75,3,0,4.0
A010,Pinecrest State University Police,Campus Police,2022-06,46,711,55,1,0,1.818
A010,Pinecrest State University Police,Campus Police,2022-07,46,722,68,3,0,4.412
A010,Pinecrest State University Police,Campus Police,2022-08,46,1270,102,2,0,1.961
A010,Pinecrest State University Police,Campus Police,2022-09,46,1958,155,4,0,2.581
A010,Pinecrest State University Police,Campus Police,2022-10,46,1724,138,5,0,3.623
A010,Pinecrest State University Police,Campus Police,2022-11,46,1408,140,4,0,2.857
A010,Pinecrest State University Police,Campus Police,2022-12,46,1176,104,6,0,5.769
A010,Pinecrest State University Police,Campus Police,2023-01,46,1435,121,3,0,2.479
A010,Pinecrest State University Police,Campus Police,2023-02,46,1505,128,3,0,2.344
A010,Pinecrest State University Police,Campus Police,2023-03,46,1434,122,4,0,3.279
A010,Pinecrest State University Police,Campus Police,2023-04,46,1435,112,2,0,1.786
A010,Pinecrest State University Police,Campus Police,2023-05,46,979,90,1,0,1.111
A010,Pinecrest State University Police,Campus Police,2023-06,46,797,85,4,0,4.706
A010,Pinecrest State University Police,Campus Police,2023-07,46,727,62,2,0,3.226
A010,Pinecrest State University Police,Campus Police,2023-08,46,1152,100,3,0,3.0
A010,Pinecrest State University Police,Campus Police,2023-09,46,1892,135,4,0,2.963
A010,Pinecrest State University Police,Campus Police,2023-10,46,1784,156,6,0,3.846
A010,Pinecrest State University Police,Campus Police,2023-11,46,1339,129,2,0,1.55
A010,Pinecrest State University Police,Campus Police,2023-12,46,1191,103,4,0,3.883
A010,Pinecrest State University Police,Campus Police,2024-01,46,1394,125,2,0,1.6
A010,Pinecrest State University Police,Campus Police,2024-02,46,1414,139,2,0,1.439
A010,Pinecrest State University Police,Campus Police,2024-03,46,1343,125,4,0,3.2
A010,Pinecrest State University Police,Campus Police,2024-04,46,1317,104,1,0,0.962
A010,Pinecrest State University Police,Campus Police,2024-05,46,1019,100,2,0,2.0
A010,Pinecrest State University Police,Campus Police,2024-06,46,750,81,3,0,3.704
A010,Pinecrest State University Police,Campus Police,2024-07,46,755,65,4,0,6.154
A010,Pinecrest State University Police,Campus Police,2024-08,46,1143,101,4,0,3.96
A010,Pinecrest State University Police,Campus Police,2024-09,46,1950,192,3,0,1.562
A010,Pinecrest State University Police,Campus Police,2024-10,46,1809,173,1,0,0.578
A010,Pinecrest State University Police,Campus Police,2024-11,46,1489,133,3,0,2.256
A010,Pinecrest State University Police,Campus Police,2024-12,46,1222,115,4,0,3.478
A010,Pinecrest State University Police,Campus Police,2025-01,46,1497,114,6,0,5.263
A010,Pinecrest State University Police,Campus Police,2025-02,46,1527,156,4,0,2.564
A010,Pinecrest State University Police,Campus Police,2025-03,46,1456,145,5,0,3.448
A010,Pinecrest State University Police,Campus Police,2025-04,46,1367,126,4,0,3.175
A010,Pinecrest State University Police,Campus Police,2025-05,46,981,77,0,0,0.0
A010,Pinecrest State University Police,Campus Police,2025-06,46,744,62,3,0,4.839
A010,Pinecrest State University Police,Campus Police,2025-07,46,709,69,2,0,2.899
A010,Pinecrest State University Police,Campus Police,2025-08,46,1216,86,1,0,1.163
A010,Pinecrest State University Police,Campus Police,2025-09,46,1959,172,2,0,1.163
A010,Pinecrest State University Police,Campus Police,2025-10,46,1898,140,5,0,3.571
A010,Pinecrest State University Police,Campus Police,2025-11,46,1564,161,1,0,0.621
A010,Pinecrest State University Police,Campus Police,2025-12,46,1316,114,2,0,1.754
A010,Pinecrest State University Police,Campus Police,2026-01,46,1489,142,4,0,2.817
A010,Pinecrest State University Police,Campus Police,2026-02,46,1627,159,3,0,1.887
A010,Pinecrest State University Police,Campus Police,2026-03,46,1467,123,1,0,0.813
A010,Pinecrest State University Police,Campus Police,2026-04,46,1433,160,3,0,1.875
A010,Pinecrest State University Police,Campus Police,2026-05,46,696,74,2,1,2.703
A010,Pinecrest State University Police,Campus Police,2026-06,46,348,37,1,1,2.703
A011,Two Rivers Tribal Police,Tribal Police,2019-01,18,463,38,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-02,18,420,30,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-03,18,434,29,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-04,18,470,34,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-05,18,442,29,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-06,18,474,42,1,0,2.381
A011,Two Rivers Tribal Police,Tribal Police,2019-07,18,514,38,2,0,5.263
A011,Two Rivers Tribal Police,Tribal Police,2019-08,18,486,44,2,0,4.545
A011,Two Rivers Tribal Police,Tribal Police,2019-09,18,477,37,1,0,2.703
A011,Two Rivers Tribal Police,Tribal Police,2019-10,18,450,31,1,0,3.226
A011,Two Rivers Tribal Police,Tribal Police,2019-11,18,490,45,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2019-12,18,427,34,2,0,5.882
A011,Two Rivers Tribal Police,Tribal Police,2020-01,18,424,36,1,0,2.778
A011,Two Rivers Tribal Police,Tribal Police,2020-02,18,442,36,1,0,2.778
A011,Two Rivers Tribal Police,Tribal Police,2020-03,18,445,39,2,0,5.128
A011,Two Rivers Tribal Police,Tribal Police,2020-04,18,442,31,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2020-05,18,480,47,1,0,2.128
A011,Two Rivers Tribal Police,Tribal Police,2020-06,18,547,51,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2020-07,18,508,24,1,0,4.167
A011,Two Rivers Tribal Police,Tribal Police,2020-08,18,487,31,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2020-09,18,488,33,1,0,3.03
A011,Two Rivers Tribal Police,Tribal Police,2020-10,18,456,38,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2020-11,18,451,29,1,0,3.448
A011,Two Rivers Tribal Police,Tribal Police,2020-12,18,466,38,1,0,2.632
A011,Two Rivers Tribal Police,Tribal Police,2021-01,18,428,26,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2021-02,18,402,36,1,0,2.778
A011,Two Rivers Tribal Police,Tribal Police,2021-03,18,458,38,1,0,2.632
A011,Two Rivers Tribal Police,Tribal Police,2021-04,18,483,32,1,0,3.125
A011,Two Rivers Tribal Police,Tribal Police,2021-05,18,485,29,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2021-06,18,469,34,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2021-07,18,528,47,2,0,4.255
A011,Two Rivers Tribal Police,Tribal Police,2021-08,18,570,48,1,0,2.083
A011,Two Rivers Tribal Police,Tribal Police,2021-09,18,518,40,1,0,2.5
A011,Two Rivers Tribal Police,Tribal Police,2021-10,18,453,37,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2021-11,18,451,27,3,0,11.111
A011,Two Rivers Tribal Police,Tribal Police,2021-12,18,429,38,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-01,18,436,42,3,0,7.143
A011,Two Rivers Tribal Police,Tribal Police,2022-02,18,476,28,1,0,3.571
A011,Two Rivers Tribal Police,Tribal Police,2022-03,18,403,32,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-04,18,481,34,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-05,18,518,36,2,0,5.556
A011,Two Rivers Tribal Police,Tribal Police,2022-06,18,528,61,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-07,18,486,45,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-08,18,499,37,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-09,18,514,35,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2022-10,18,496,26,1,0,3.846
A011,Two Rivers Tribal Police,Tribal Police,2022-11,18,491,37,2,0,5.405
A011,Two Rivers Tribal Police,Tribal Police,2022-12,18,437,39,1,0,2.564
A011,Two Rivers Tribal Police,Tribal Police,2023-01,18,496,41,1,0,2.439
A011,Two Rivers Tribal Police,Tribal Police,2023-02,18,456,31,1,0,3.226
A011,Two Rivers Tribal Police,Tribal Police,2023-03,18,442,34,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2023-04,18,458,34,1,0,2.941
A011,Two Rivers Tribal Police,Tribal Police,2023-05,18,546,37,1,0,2.703
A011,Two Rivers Tribal Police,Tribal Police,2023-06,18,523,59,1,0,1.695
A011,Two Rivers Tribal Police,Tribal Police,2023-07,18,538,60,1,0,1.667
A011,Two Rivers Tribal Police,Tribal Police,2023-08,18,550,33,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2023-09,18,490,28,3,0,10.714
A011,Two Rivers Tribal Police,Tribal Police,2023-10,18,527,40,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2023-11,18,466,30,1,0,3.333
A011,Two Rivers Tribal Police,Tribal Police,2023-12,18,466,35,3,0,8.571
A011,Two Rivers Tribal Police,Tribal Police,2024-01,18,509,39,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-02,18,486,35,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-03,18,507,40,2,0,5.0
A011,Two Rivers Tribal Police,Tribal Police,2024-04,18,496,24,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-05,18,461,40,1,0,2.5
A011,Two Rivers Tribal Police,Tribal Police,2024-06,18,569,35,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-07,18,525,37,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-08,18,508,29,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2024-09,18,509,35,1,0,2.857
A011,Two Rivers Tribal Police,Tribal Police,2024-10,18,506,32,1,0,3.125
A011,Two Rivers Tribal Police,Tribal Police,2024-11,18,470,39,1,0,2.564
A011,Two Rivers Tribal Police,Tribal Police,2024-12,18,495,33,1,0,3.03
A011,Two Rivers Tribal Police,Tribal Police,2025-01,18,483,32,1,0,3.125
A011,Two Rivers Tribal Police,Tribal Police,2025-02,18,433,29,1,0,3.448
A011,Two Rivers Tribal Police,Tribal Police,2025-03,18,457,44,2,0,4.545
A011,Two Rivers Tribal Police,Tribal Police,2025-04,18,495,43,1,0,2.326
A011,Two Rivers Tribal Police,Tribal Police,2025-05,18,527,41,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2025-06,18,540,39,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2025-07,18,536,50,1,0,2.0
A011,Two Rivers Tribal Police,Tribal Police,2025-08,18,536,42,3,0,7.143
A011,Two Rivers Tribal Police,Tribal Police,2025-09,18,538,46,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2025-10,18,561,41,2,0,4.878
A011,Two Rivers Tribal Police,Tribal Police,2025-11,18,469,34,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2025-12,18,514,36,1,0,2.778
A011,Two Rivers Tribal Police,Tribal Police,2026-01,18,474,23,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2026-02,18,452,28,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2026-03,18,504,29,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2026-04,18,464,24,0,0,0.0
A011,Two Rivers Tribal Police,Tribal Police,2026-05,18,355,27,0,1,0.0
A011,Two Rivers Tribal Police,Tribal Police,2026-06,18,255,15,0,1,0.0
A012,Grandview Police Department,Municipal Police,2019-01,902,39156,3745,90,0,2.403
A012,Grandview Police Department,Municipal Police,2019-02,902,36105,3359,99,0,2.947
A012,Grandview Police Department,Municipal Police,2019-03,902,39090,3642,72,0,1.977
A012,Grandview Police Department,Municipal Police,2019-04,902,42082,3759,113,0,3.006
A012,Grandview Police Department,Municipal Police,2019-05,902,40982,3986,126,0,3.161
A012,Grandview Police Department,Municipal Police,2019-06,902,44615,4289,126,0,2.938
A012,Grandview Police Department,Municipal Police,2019-07,902,46547,4053,167,0,4.12
A012,Grandview Police Department,Municipal Police,2019-08,902,44973,3795,130,0,3.426
A012,Grandview Police Department,Municipal Police,2019-09,902,43873,3963,114,0,2.877
A012,Grandview Police Department,Municipal Police,2019-10,902,42640,4354,148,0,3.399
A012,Grandview Police Department,Municipal Police,2019-11,902,40633,3917,105,0,2.681
A012,Grandview Police Department,Municipal Police,2019-12,902,38708,4122,115,0,2.79
A012,Grandview Police Department,Municipal Police,2020-01,902,41178,4029,78,0,1.936
A012,Grandview Police Department,Municipal Police,2020-02,902,38851,3525,67,0,1.901
A012,Grandview Police Department,Municipal Police,2020-03,902,40080,3353,86,0,2.565
A012,Grandview Police Department,Municipal Police,2020-04,902,42684,3662,86,0,2.348
A012,Grandview Police Department,Municipal Police,2020-05,902,42411,3876,121,0,3.122
A012,Grandview Police Department,Municipal Police,2020-06,902,43625,4019,158,0,3.931
